hs6,isic4
853400,2610
853510,2710
853521,2710
853529,2710
853530,2710
853540,2710
853590,2710
853610,2710
853620,2710
853630,2710
853641,2710
853649,2710
853650,2710
853661,2710
853669,2710
853670,2610
853690,2710
853710,2710
853720,2710
853810,2710
853890,2710
853910,2740
853921,2740
853922,2740
853929,2740
853931,2740
853932,2740
853939,2740
853941,2740
853949,2740
853990,2740
854011,2610
854012,2610
854020,2610
854040,2610
854060,2610
854071,2610
854079,2610
854081,2610
854089,2610
854091,2610
854099,2610
854110,2610
854121,2610
854129,2610
854130,2610
854140,2610
854150,2610
854160,2610
854190,2610
854231,2610
854232,2610
854233,2610
854239,2610
854290,2610
854310,2790
854320,2790
854330,2790
854370,2790
854390,2630
854411,2732
854419,2732
854420,2732
854430,2732
854442,2732
854449,2732
854460,2732
854470,2731
854511,2790
854519,2790
854520,2790
854590,2790
854610,2310
854620,2393
854690,2733
854710,2393
854720,2220
854790,2733
854810,n/a
854890,2630
860110,3020
860120,3020
860210,3020
860290,3020
860310,3020
860390,3020
860400,3020
860500,3020
860610,3020
860630,3020
860691,3020
860692,3020
860699,3020
860711,2599
860712,2599
860719,2599
860721,2599
860729,2599
860730,2599
860791,2599
860799,2599
860800,2599
860900,2920
870110,2821
870120,2910
870130,2824
870190,2821
870210,2910
870290,2910
870310,2910
870321,2910
870322,2910
870323,2910
870324,2910
870331,2910
870332,2910
870333,2910
870390,2910
870410,2824
870421,2910
870422,2910
870423,2910
870431,2910
870432,2910
870490,2910
870510,2910
870520,2910
870530,2910
870540,2910
870590,2910
870600,2910
870710,2920
870790,2920
870810,2930
870821,2930
870829,2930
870830,2930
870840,2930
870850,2930
870870,2930
870880,2930
870891,2930
870892,2930
870893,2930
870894,2930
870895,2930
870899,2930
870911,2816
870919,2816
870990,2816
871000,3040
871110,3091
871120,3091
871130,3091
871140,3091
871150,3091
871190,3091
871200,3092
871310,3092
871390,3092
871410,3091
871420,3092
871491,3092
871492,3092
871493,3092
871494,3092
871495,3092
871496,3092
871499,3092
871500,3092
871610,2920
871620,2821
871631,2920
871639,2920
871640,2920
871680,2816
871690,2821
880100,3030
880211,3030
880212,3030
880220,3030
880230,3030
880240,3030
880260,3030
880310,3030
880320,3030
880330,3030
880390,3030
880400,1392
880510,2829
880521,2829
880529,2829
890110,3011
890120,3011
890130,3011
890190,3011
890200,3011
890310,3012
890391,3012
890392,3012
890399,3012
890400,3011
890510,3011
890520,3011
890590,3011
890610,3011
890690,3011
890710,3011
890790,3011
890800,n/a
900110,2670
900120,2670
900130,2670
900140,2670
900150,2670
900190,2670
900211,2670
900219,2670
900220,2670
900290,2670
900311,3250
900319,3250
900390,3250
900410,3250
900490,3250
900510,2670
900580,2670
900590,2670
900610,2670
900630,2670
900640,2670
900651,2670
900652,2670
900653,2670
900659,2670
900661,2670
900669,2670
900691,2670
900699,2670
900710,2670
900720,2670
900791,2670
900792,2670
900850,2670
900890,2670
901010,2670
901050,2670
901060,2670
901090,2670
901110,2670
901120,2670
901180,2670
901190,2670
901210,2651
901290,2651
901310,2610
901320,2610
901380,2610
901390,2610
901410,2651
901420,2651
901480,2651
901490,2651
901510,2651
901520,2651
901530,2651
901540,2651
901580,2651
901590,2651
901600,2651
901710,2819
901720,2819
901730,2651
901780,2651
901790,2651
901811,2660
901812,2660
901813,2660
901814,2660
901819,2660
901820,2660
901831,3250
901832,3250
901839,3250
901841,3250
901849,3250
901850,3250
901890,3250
901910,3250
901920,3250
902000,3250
902110,3250
902121,3250
902129,3250
902131,3250
902139,3250
902140,2660
902150,2660
902190,2660
902212,2660
902213,2660
902214,2660
902219,2660
902221,2660
902229,2660
902230,2660
902290,2660
902300,3290
902410,2651
902480,2651
902490,2651
902511,2651
902519,2651
902580,2651
902590,2651
902610,2651
902620,2651
902680,2651
902690,2651
902710,2651
902720,2651
902730,2651
902750,2651
902780,2651
902790,2651
902810,2651
902820,2651
902830,2651
902890,2651
902910,2651
902920,2651
902990,2651
903010,2651
903020,2651
903031,2651
903032,2651
903033,2651
903039,2651
903040,2651
903082,2651
903084,2651
903089,2651
903090,2651
903110,2651
903120,2651
903141,2651
903149,2651
903180,2651
903190,2651
903210,2651
903220,2651
903281,2651
903289,2651
903290,2651
903300,2651
910111,2652
910119,2652
910121,2652
910129,2652
910191,2652
910199,2652
910211,2652
910212,2652
910219,2652
910221,2652
910229,2652
910291,2652
910299,2652
910310,2652
910390,2652
910400,2652
910511,2652
910519,2652
910521,2652
910529,2652
910591,2652
910599,2652
910610,2652
910690,2652
910700,2652
910811,2652
910812,2652
910819,2652
910820,2652
910890,2652
910910,2652
910990,2652
911011,2652
911012,2652
911019,2652
911090,2652
911110,2652
911120,2652
911180,2652
911190,2652
911220,2652
911290,2652
911310,2652
911320,2652
911390,1512
911410,2652
911430,2652
911440,2652
911490,2652
920110,3220
920120,3220
920190,3220
920210,3220
920290,3220
920510,3220
920590,3220
920600,3220
920710,3220
920790,3220
920810,3220
920890,3220
920930,3220
920991,3220
920992,3220
920994,3220
920999,3220
930110,2520
930120,2520
930190,2520
930200,2520
930310,2520
930320,2520
930330,2520
930390,2520
930400,2520
930510,2520
930520,2520
930591,2520
930599,2520
930621,2520
930629,2520
930630,2520
930690,2520
930700,2593
940110,2930
940120,2930
940130,2930
940140,3100
940151,3100
940159,3100
940161,3100
940169,3100
940171,2930
940179,2930
940180,3100
940190,3100
940210,3250
940290,3250
940310,3100
940320,3100
940330,3100
940340,3100
940350,3100
940360,3100
940370,3100
940381,3100
940389,3100
940390,3100
940410,3100
940421,3100
940429,3100
940430,1392
940490,1392
940510,2740
940520,2740
940530,2740
940540,2740
940550,2740
940560,2740
940591,2310
940592,2220
940599,2740
940600,1622
950300,3240
950420,3240
950430,3240
950440,3240
950450,2640
950490,3240
950510,3290
950590,3290
950611,3230
950612,3230
950619,3230
950621,3230
950629,3230
950631,3230
950632,3230
950639,3230
950640,3230
950651,3230
950659,3230
950661,3230
950662,3230
950669,3230
950670,3230
950691,3230
950699,3230
950710,3230
950720,3230
950730,3230
950790,3230
950810,2829
950890,2829
960110,3290
960190,3290
960200,3290
960310,3290
960321,3290
960329,3290
960330,3290
960340,3290
960350,3290
960390,3290
960400,3290
960500,1512
960610,3290
960621,3290
960622,3290
960629,3290
960630,3290
960711,3290
960719,3290
960720,3290
960810,3290
960820,3290
960830,3290
960840,3290
960850,3290
960860,3290
960891,3290
960899,3290
960910,3290
960920,3290
960990,3290
961000,3100
961100,3290
961210,3290
961220,3290
961310,3290
961320,3290
961380,3290
961390,3290
961400,3290
961511,3290
961519,3290
961590,3290
961610,3290
961620,3290
961700,3290
961800,3290
961900,1709
970110,9000
970190,9000
970200,9000
970300,9000
970400,5310
970500,9102
970600,9102
