hs6,isic4
482030,1709
482040,1709
482050,1709
482090,1709
482110,1709
482190,1709
482210,1709
482290,1709
482320,1709
482340,1709
482361,1709
482369,1709
482370,1709
482390,1709
490110,5811
490191,5811
490199,5811
490210,5813
490290,5813
490300,5811
490400,5920
490510,3290
490591,5811
490599,5811
490600,7110
490700,5310
490810,5819
490890,5819
490900,5819
491000,5819
491110,5819
491191,5819
491199,1811
500100,0149
500200,1311
500300,n/a
500400,1311
500500,1311
500600,1311
500710,1312
500720,1312
500790,1312
510111,0144
510119,0144
510121,1311
510129,1311
510130,1311
510211,0141
510219,0141
510220,0144
510310,1311
510320,n/a
510330,n/a
510400,n/a
510510,1311
510521,1311
510529,1311
510531,1311
510539,1311
510540,1311
510610,1311
510620,1311
510710,1311
510720,1311
510810,1311
510820,1311
510910,1311
510990,1311
511000,1311
511111,1312
511119,1312
511120,1312
511130,1312
511190,1312
511211,1312
511219,1312
511220,1312
511230,1312
511290,1312
511300,1312
520100,0116
520210,n/a
520291,n/a
520299,n/a
520300,1311
520411,1311
520419,1311
520420,1311
520511,1311
520512,1311
520513,1311
520514,1311
520515,1311
520521,1311
520522,1311
520523,1311
520524,1311
520526,1311
520527,1311
520528,1311
520531,1311
520532,1311
520533,1311
520534,1311
520535,1311
520541,1311
520542,1311
520543,1311
520544,1311
520546,1311
520547,1311
520548,1311
520611,1311
520612,1311
520613,1311
520614,1311
520615,1311
520621,1311
520622,1311
520623,1311
520624,1311
520625,1311
520631,1311
520632,1311
520633,1311
520634,1311
520635,1311
520641,1311
520642,1311
520643,1311
520644,1311
520645,1311
520710,1311
520790,1311
520811,1312
520812,1312
520813,1312
520819,1312
520821,1312
520822,1312
520823,1312
520829,1312
520831,1312
520832,1312
520833,1312
520839,1312
520841,1312
520842,1312
520843,1312
520849,1312
520851,1312
520852,1312
520859,1312
520911,1312
520912,1312
520919,1312
520921,1312
520922,1312
520929,1312
520931,1312
520932,1312
520939,1312
520941,1312
520942,1312
520943,1312
520949,1312
520951,1312
520952,1312
520959,1312
521011,1312
521019,1312
521021,1312
521029,1312
521031,1312
521032,1312
521039,1312
521041,1312
521049,1312
521051,1312
521059,1312
521111,1312
521112,1312
521119,1312
521120,1312
521131,1312
521132,1312
521139,1312
521141,1312
521142,1312
521143,1312
521149,1312
521151,1312
521152,1312
521159,1312
521211,1312
521212,1312
521213,1312
521214,1312
521215,1312
521221,1312
521222,1312
521223,1312
521224,1312
521225,1312
530110,0116
530121,1311
530129,1311
530130,1311
530210,0116
530290,1311
530310,0116
530390,1311
530500,0116
530610,1311
530620,1311
530710,1311
530720,1311
530810,1311
530820,1311
530890,1311
530911,1312
530919,1312
530921,1312
530929,1312
531010,1312
531090,1312
531100,1312
540110,1311
540120,1311
540211,2030
540219,2030
540220,2030
540231,2030
540232,2030
540233,2030
540234,2030
540239,2030
540244,2030
540245,2030
540246,2030
540247,2030
540248,2030
540249,2030
540251,2030
540252,2030
540259,2030
540261,1311
540262,1311
540269,1311
540310,2030
540331,2030
540332,2030
540333,2030
540339,2030
540341,1311
540342,1311
540349,1311
540411,2030
540412,2030
540419,2030
540490,2030
540500,2030
540600,1311
540710,1312
540720,1312
540730,1312
540741,1312
540742,1312
540743,1312
540744,1312
540751,1312
540752,1312
540753,1312
540754,1312
540761,1312
540769,1312
540771,1312
540772,1312
540773,1312
540774,1312
540781,1312
540782,1312
540783,1312
540784,1312
540791,1312
540792,1312
540793,1312
540794,1312
540810,1312
540821,1312
540822,1312
540823,1312
540824,1312
540831,1312
540832,1312
540833,1312
540834,1312
550110,2030
550120,2030
550130,2030
550140,2030
550190,2030
550200,2030
550311,2030
550319,2030
550320,2030
550330,2030
550340,2030
550390,2030
550410,2030
550490,2030
550510,n/a
550520,n/a
550610,1311
550620,1311
550630,1311
550690,1311
550700,1311
550810,1311
550820,1311
550911,1311
550912,1311
550921,1311
550922,1311
550931,1311
550932,1311
550941,1311
550942,1311
550951,1311
550952,1311
550953,1311
550959,1311
550961,1311
550962,1311
550969,1311
550991,1311
550992,1311
550999,1311
551011,1311
551012,1311
551020,1311
551030,1311
551090,1311
551110,1311
551120,1311
551130,1311
551211,1312
551219,1312
551221,1312
551229,1312
551291,1312
551299,1312
551311,1312
551312,1312
551313,1312
551319,1312
551321,1312
551323,1312
551329,1312
551331,1312
551339,1312
551341,1312
551349,1312
551411,1312
551412,1312
551419,1312
551421,1312
551422,1312
551423,1312
551429,1312
551430,1312
551441,1312
551442,1312
551443,1312
551449,1312
551511,1312
551512,1312
551513,1312
551519,1312
551521,1312
551522,1312
551529,1312
551591,1312
551599,1312
551611,1312
551612,1312
551613,1312
551614,1312
551621,1312
551622,1312
551623,1312
551624,1312
551631,1312
551632,1312
551633,1312
551634,1312
551641,1312
551642,1312
551643,1312
551644,1312
551691,1312
551692,1312
551693,1312
551694,1312
560121,1399
560122,1399
560129,1399
560130,1399
560210,1399
560221,1399
560229,1399
560290,1399
560311,1399
560312,1399
560313,1399
560314,1399
560391,1399
560392,1399
560393,1399
560394,1399
560410,1399
560490,1399
560500,1399
560600,1399
560721,1394
560729,1394
560741,1394
560749,1394
560750,1394
560790,1394
560811,1394
560819,1394
560890,1394
560900,1394
570110,1393
570190,1393
570210,1393
570220,1393
570231,1393
570232,1393
570239,1393
570241,1393
570242,1393
570249,1393
570250,1393
570291,1393
570292,1393
570299,1393
570310,1393
570320,1393
570330,1393
570390,1393
570410,1393
570490,1393
570500,1393
580110,1312
580121,1312
580122,1312
580123,1312
580126,1312
580127,1312
580131,1312
580132,1312
580133,1312
580136,1312
580137,1312
580190,1312
580211,1312
580219,1312
580220,1312
580230,1312
580300,1312
580410,1399
580421,1399
580429,1399
580430,1399
580500,1392
580610,1399
580620,1399
580631,1399
580632,1399
580639,1399
580640,1399
580710,1399
580790,1399
580810,1399
580890,1399
580900,1399
581010,1399
581091,1399
581092,1399
581099,1399
581100,1399
590110,1399
590190,1399
590210,1399
590220,1399
590290,1399
590310,1399
590320,1399
590390,1399
590410,2220
590490,2220
590500,1709
590610,2219
590691,2219
590699,2219
590700,1399
590800,1399
590900,1399
591000,1399
591110,1399
591120,1399
591131,1399
591132,1399
591140,1399
591190,1399
600110,1391
600121,1391
600122,1391
600129,1391
600191,1391
600192,1391
600199,1391
600240,1391
600290,1391
600310,1391
600320,1391
600330,1391
600340,1391
600390,1391
600410,1391
600490,1391
600521,1391
600522,1391
600523,1391
600524,1391
600531,1391
600532,1391
600533,1391
600534,1391
600541,1391
600542,1391
600543,1391
600544,1391
600590,1391
600610,1391
600621,1391
600622,1391
600623,1391
600624,1391
600631,1391
600632,1391
600633,1391
600634,1391
600641,1391
600642,1391
600643,1391
600644,1391
600690,1391
610120,1410
610130,1410
610190,1410
610210,1410
610220,1410
610230,1410
610290,1410
610310,1410
610322,1410
610323,1410
610329,1410
610331,1410
610332,1410
610333,1410
610339,1410
610341,1410
610342,1410
610343,1410
610349,1410
610413,1410
610419,1410
610422,1410
610423,1410
610429,1410
610431,1410
610432,1410
610433,1410
610439,1410
610441,1410
610442,1410
610443,1410
610444,1410
610449,1410
610451,1410
610452,1410
610453,1410
610459,1410
610461,1410
610462,1410
610463,1410
610469,1410
610510,1410
610520,1410
610590,1410
610610,1410
610620,1410
610690,1410
610711,1410
610712,1410
610719,1410
610721,1410
610722,1410
610729,1410
610791,1410
610799,1410
610811,1410
610819,1410
610821,1410
610822,1410
610829,1410
610831,1410
610832,1410
610839,1410
610891,1410
610892,1410
610899,1410
610910,1410
610990,1410
611011,1430
611012,1430
611019,1430
611020,1430
611030,1430
611090,1430
611120,1410
611130,1410
611190,1410
611211,1410
611212,1410
611219,1410
611220,1410
611231,1410
611239,1410
611241,1410
611249,1410
611300,1410
611420,1410
611430,1410
611490,1410
611510,1430
611521,1430
611522,1430
611529,1430
611530,1430
611594,1430
611595,1430
611596,1430
611599,1430
611610,1410
611691,1410
611692,1410
611693,1410
611699,1410
611710,1410
611780,1410
611790,1410
620111,1410
620112,1410
620113,1410
620119,1410
620191,1410
620192,1410
620193,1410
620199,1410
620211,1410
620212,1410
620213,1410
620219,1410
620291,1410
620292,1410
620293,1410
620299,1410
620311,1410
620312,1410
620319,1410
620322,1410
620323,1410
620329,1410
620331,1410
620332,1410
620333,1410
620339,1410
620341,1410
620342,1410
620343,1410
620349,1410
620411,1410
620412,1410
620413,1410
620419,1410
620421,1410
620422,1410
620423,1410
620429,1410
620431,1410
620432,1410
620433,1410
620439,1410
620441,1410
620442,1410
620443,1410
620444,1410
620449,1410
620451,1410
620452,1410
620453,1410
620459,1410
620461,1410
620462,1410
620463,1410
620469,1410
620520,1410
620530,1410
620590,1410
620610,1410
620620,1410
620630,1410
620640,1410
620690,1410
620711,1410
620719,1410
620721,1410
620722,1410
620729,1410
620791,1410
620799,1410
620811,1410
620819,1410
620821,1410
620822,1410
620829,1410
620891,1410
620892,1410
620899,1410
620920,1410
620930,1410
620990,1410
621010,1410
621020,1410
621030,1410
621040,1410
621050,1410
621111,1410
621112,1410
621120,1410
621132,1410
621133,1410
621139,1410
621142,1410
621143,1410
621149,1410
621210,1410
621220,1410
621230,1410
621290,1410
621320,1410
621390,1410
621410,1410
621420,1410
621430,1410
621440,1410
621490,1410
621510,1410
621520,1410
621590,1410
621600,1410
621710,1410
621790,1410
630110,2750
630120,1392
630130,1392
630140,1392
630190,1392
630210,1392
630221,1392
630222,1392
630229,1392
630231,1392
630232,1392
630239,1392
630240,1392
630251,1392
630253,1392
630259,1392
630260,1392
630291,1392
630293,1392
630299,1392
630312,1392
630319,1392
630391,1392
630392,1392
630399,1392
630411,1392
630419,1392
630491,1392
630492,1392
630493,1392
630499,1392
630510,1392
630520,1392
630532,1392
630533,1392
630539,1392
630590,1392
630612,1392
630619,1392
630622,1392
630629,1392
630630,1392
630640,1392
630690,1392
630710,1392
630720,1392
630790,1392
630800,1392
630900,n/a
631010,n/a
631090,n/a
640110,1520
640192,1520
640199,1520
640212,3230
640219,1520
640220,1520
640291,1520
640299,1520
640312,3230
640319,1520
640320,1520
640340,1520
640351,1520
640359,1520
640391,1520
640399,1520
640411,1520
640419,1520
640420,1520
640510,1520
640520,1520
640590,1520
640610,1520
640620,1520
640690,1520
650100,1410
650200,1410
650400,1410
650500,1410
650610,3290
650691,2219
650699,1410
650700,1410
660110,1512
660191,1512
660199,1512
660200,1512
660320,3290
660390,3290
670100,3290
670210,3290
670290,3290
670300,3290
670411,3290
670419,3290
670420,3290
670490,3290
680100,2396
680210,2396
680221,2396
680223,2396
680229,2396
680291,2396
680292,2396
680293,2396
680299,2396
680300,2396
680410,2399
680421,2399
680422,2399
680423,2399
680430,2399
680510,2399
680520,2399
680530,2399
680610,2399
680620,2399
680690,2399
680710,2399
680790,2399
680800,2395
680911,2395
680919,2395
680990,2395
681011,2395
681019,2395
681091,2395
681099,2395
681140,2395
681181,2395
681182,2395
681189,2395
681280,2399
681291,2399
681292,2399
681293,2399
681299,2399
681320,2399
681381,2399
681389,2399
681410,2399
681490,2399
681510,2399
681520,2399
681591,2391
681599,2399
690100,2392
690210,2391
690220,2391
690290,2391
690310,2391
690320,2391
690390,2391
690410,2392
690490,2392
690510,2392
690590,2392
690600,2392
690710,2392
690790,2392
690810,2392
690890,2392
690911,2393
690912,2393
690919,2393
690990,2393
691010,2392
691090,2392
691110,2393
691190,2393
691200,2393
691310,2393
691390,2393
691410,2393
691490,2393
700100,2310
700210,2310
700220,2310
700231,2310
700232,2310
700239,2310
700312,2310
700319,2310
700320,2310
700330,2310
700420,2310
700490,2310
700510,2310
700521,2310
700529,2310
700530,2310
700600,2310
700711,2310
700719,2310
700721,2310
700729,2310
700800,2310
700910,2310
700991,2310
700992,2310
701010,2310
701020,2310
701090,2310
701110,2310
701120,2310
701190,2310
701310,2310
701322,2310
701328,2310
701333,2310
701337,2310
701341,2310
701342,2310
701349,2310
701391,2310
701399,2310
701400,2310
701510,2310
701590,2310
701610,2310
701690,2310
701710,2310
701720,2310
701790,2310
701810,2310
701820,2310
701890,2310
701911,2310
701912,2310
701919,2310
701931,2310
701932,2310
701939,2310
701940,1312
701951,1312
701952,1312
701959,1312
701990,2310
702000,2310
710110,0311
710121,0311
710122,3211
710210,0899
710221,0899
710229,3211
710231,0899
710239,3211
710310,0899
710391,3211
710399,3211
710410,2399
710420,2399
710490,3211
710510,3211
710590,3211
710610,2420
710691,2420
710692,2420
710700,2420
710811,2420
710812,2420
710813,2420
710820,2420
710900,2420
711011,2420
711019,2420
711021,2420
711029,2420
711031,2420
711039,2420
711041,2420
711049,2420
711100,2420
711230,n/a
711291,n/a
711292,n/a
711299,n/a
711311,3211
711319,3211
711320,3211
711411,3211
711419,3211
711420,3211
711510,2420
711590,3211
711610,3211
711620,3211
711711,3212
711719,3212
711790,3212
711810,3211
711890,3211
720110,2410
720120,2410
720150,2410
720211,2410
720219,2410
720221,2410
720229,2410
720230,2410
720241,2410
720249,2410
720250,2410
720260,2410
720270,2410
720280,2410
720291,2410
720292,2410
720293,2410
720299,2410
720310,2410
720390,2410
720410,n/a
720421,n/a
720429,n/a
720430,n/a
720441,n/a
720449,n/a
720450,n/a
720510,2410
720521,2410
720529,2410
720610,2410
720690,2410
720711,2410
720712,2410
720719,2410
720720,2410
720810,2410
720825,2410
720826,2410
720827,2410
720836,2410
720837,2410
720838,2410
720839,2410
720840,2410
720851,2410
720852,2410
720853,2410
720854,2410
720890,2410
720915,2410
720916,2410
720917,2410
720918,2410
720925,2410
720926,2410
720927,2410
720928,2410
720990,2410
721011,2410
721012,2410
721020,2410
721030,2410
721041,2410
721049,2410
721050,2410
721061,2410
721069,2410
721070,2410
721090,2410
721113,2410
721114,2410
721119,2410
721123,2410
721129,2410
721190,2410
721210,2410
721220,2410
721230,2410
721240,2410
721250,2410
721260,2410
721310,2410
721320,2410
721391,2410
721399,2410
721410,2410
721420,2410
721430,2410
721491,2410
721499,2410
721510,2410
721550,2410
721590,2410
721610,2410
721621,2410
721622,2410
721631,2410
721632,2410
721633,2410
721640,2410
721650,2410
721661,2410
721669,2410
721691,2410
721699,2410
721710,2410
721720,2410
721730,2410
721790,2410
721810,2410
721891,2410
721899,2410
721911,2410
721912,2410
721913,2410
721914,2410
721921,2410
721922,2410
721923,2410
721924,2410
721931,2410
721932,2410
721933,2410
721934,2410
721935,2410
721990,2410
722011,2410
722012,2410
722020,2410
722090,2410
722100,2410
722211,2410
722219,2410
722220,2410
722230,2410
722240,2410
722300,2410
722410,2410
722490,2410
722511,2410
722519,2410
722530,2410
722540,2410
722550,2410
722591,2410
722592,2410
722599,2410
722611,2410
722619,2410
722620,2410
722691,2410
722692,2410
722699,2410
722710,2410
722720,2410
722790,2410
722810,2410
722820,2410
722830,2410
722840,2410
722850,2410
722860,2410
722870,2410
722880,2410
722920,2410
722990,2410
730110,2410
730120,2410
730210,2410
730230,2410
730240,2410
730290,2410
730300,2431
730411,2431
730419,2431
730422,2431
730423,2431
730424,2431
730429,2431
730431,2431
730439,2431
730441,2431
730449,2431
730451,2431
730459,2431
730490,2431
730511,2410
730512,2410
730519,2410
730520,2410
730531,2410
730539,2410
730590,2410
730611,2410
730619,2410
730621,2410
730629,2410
730630,2410
730640,2410
730650,2410
730661,2410
730669,2410
730690,2410
730711,2431
730719,2431
730721,2431
730722,2431
730723,2431
730729,2431
730791,2431
730792,2431
730793,2431
730799,2431
730810,2511
730820,2511
730830,2511
730840,2511
730890,2511
730900,2512
731010,2599
731021,2599
731029,2599
731100,2512
731210,2599
731290,2599
731300,2599
731412,2599
731414,2599
731419,2599
731420,2599
731431,2599
731439,2599
731441,2599
731442,2599
731449,2599
731450,2599
731511,2814
731512,2814
731519,2814
731520,2599
731581,2599
731582,2599
731589,2599
731590,2599
731600,2599
731700,2599
731811,2599
731812,2599
731813,2599
731814,2599
731815,2599
731816,2599
731819,2599
731821,2599
731822,2599
731823,2599
731824,2599
731829,2599
731940,2599
731990,2599
732010,2599
732020,2599
732090,2599
732111,2750
732112,2750
732119,2750
732181,2750
732182,2750
732189,2750
732190,2750
732211,2512
732219,2512
732290,2750
732310,2599
732391,2599
732392,2599
732393,2599
732394,2599
732399,2599
732410,2599
732421,2599
732429,2599
732490,2599
732510,2599
732591,2599
732599,2599
732611,2599
732619,2599
732620,2599
732690,2599
740100,2420
740200,2420
740311,2420
740312,2420
740313,2420
740319,2420
740321,2420
740322,2420
740329,2420
740400,n/a
740500,2420
740610,2420
740620,2420
740710,2420
740721,2420
740729,2420
740811,2420
740819,2420
740821,2420
740822,2420
740829,2420
740911,2420
740919,2420
740921,2420
740929,2420
740931,2420
740939,2420
740940,2420
740990,2420
741011,2420
741012,2420
741021,2420
741022,2420
741110,2420
741121,2420
741122,2420
741129,2420
741210,2420
741220,2420
741300,2599
741510,2599
741521,2599
741529,2599
741533,2599
741539,2599
741810,2599
741820,2599
741910,2599
741991,2599
741999,2599
750110,2420
750120,2420
750210,2420
750220,2420
750300,n/a
750400,2420
750511,2420
750512,2420
750521,2420
750522,2420
750610,2420
750620,2420
750711,2420
750712,2420
750720,2420
750810,2599
750890,2599
760110,2420
760120,2420
760200,n/a
760310,2420
760320,2420
760410,2420
760421,2420
760429,2420
760511,2420
760519,2420
760521,2420
760529,2420
760611,2420
760612,2420
760691,2420
760692,2420
760711,2420
760719,2420
760720,2420
760810,2420
760820,2420
760900,2420
761010,2511
761090,2511
761100,2512
761210,2599
761290,2599
761300,2512
761410,2599
761490,2599
761510,2599
761520,2599
761610,2599
761691,2599
761699,2599
780110,2420
780191,2420
780199,2420
780200,n/a
780411,2420
780419,2420
780420,2420
780600,2599
790111,2420
790112,2420
790120,2420
790200,n/a
790310,2420
790390,2420
790400,2420
790500,2420
790700,2599
800110,2420
800120,2420
800200,n/a
800300,2420
800700,2599
810110,2420
810194,2420
810196,2420
810197,n/a
810199,2420
810210,2420
810294,2420
810295,2420
810296,2420
810297,n/a
810299,2420
810320,2420
810330,n/a
810390,2420
810411,2420
810419,2420
810420,n/a
810430,2420
810490,2420
810520,2420
810530,n/a
810590,2420
810600,2420
810720,2420
810730,n/a
810790,2420
810820,2420
810830,n/a
810890,2420
810920,2420
810930,n/a
810990,2420
811010,2420
811020,n/a
811090,2420
811100,2420
811212,2420
811213,n/a
811219,2420
811221,2420
811222,n/a
811229,2420
811251,2420
811252,n/a
811259,2420
811292,2420
811299,2420
811300,2420
820110,2593
820130,2593
820140,2593
820150,2593
820160,2593
820190,2593
820210,2593
820220,2593
820231,2593
820239,2593
820240,2593
820291,2593
820299,2593
820310,2593
820320,2593
820330,2593
820340,2593
820411,2593
820412,2593
820420,2593
820510,2593
820520,2593
820530,2593
820540,2593
820551,2593
820559,2593
820560,2593
820570,2593
820590,2593
820600,2593
820713,2593
820719,2593
820720,2593
820730,2593
820740,2593
820750,2593
820760,2593
820770,2593
820780,2593
820790,2593
820810,2593
820820,2593
820830,2593
820840,2593
820890,2593
820900,2593
821000,2599
821110,2593
821191,2593
821192,2593
821193,2593
821194,2593
821195,2593
821210,2593
821220,2593
821290,2593
821300,2593
821410,2593
821420,2593
821490,2593
821510,2593
821520,2593
821591,2593
821599,2593
830110,2593
830120,2593
830130,2593
830140,2593
830150,2593
830160,2593
830170,2593
830210,2593
830220,2593
830230,2593
830241,2593
830242,2593
830249,2593
830250,2593
830260,2593
830300,2599
830400,2599
830510,2599
830520,2599
830590,2599
830610,2599
830621,2599
830629,2599
830630,2599
830710,2599
830790,2599
830810,2599
830820,2599
830890,2599
830910,2599
830990,2599
831000,2599
831110,2599
831120,2599
831130,2599
831190,2599
840110,2513
840120,2829
840130,2011
840140,2513
840211,2513
840212,2513
840219,2513
840220,2513
840290,2513
840310,2512
840390,2512
840410,2513
840420,2513
840490,2513
840510,2819
840590,2819
840610,2811
840681,2811
840682,2811
840690,2811
840710,3030
840721,2811
840729,2811
840731,2910
840732,2910
840733,2910
840734,2910
840790,2811
840810,2811
840820,2910
840890,2811
840910,3030
840991,2930
840999,2930
841011,2811
841012,2811
841013,2811
841090,2811
841111,3030
841112,3030
841121,3030
841122,3030
841181,2811
841182,2811
841191,3030
841199,2811
841210,3030
841221,2812
841229,2812
841231,2812
841239,2812
841280,2812
841290,2812
841311,2813
841319,2813
841320,2813
841330,2813
841340,2813
841350,2813
841360,2813
841370,2813
841381,2813
841382,2813
841391,2813
841392,2813
841410,2813
841420,2813
841430,2813
841440,2813
841451,2750
841459,2819
841460,2750
841480,2813
841490,2813
841510,2819
841520,2819
841581,2819
841582,2819
841583,2819
841590,2819
841610,2815
841620,2815
841630,2815
841690,2815
841710,2815
841720,2825
841780,2815
841790,2815
841810,2750
841821,2750
841829,2750
841830,2750
841840,2750
841850,2819
841861,2819
841869,2819
841891,2819
841899,2819
841911,2819
841919,2819
841920,3250
841931,2825
841932,2829
841939,2829
841940,2819
841950,2819
841960,2819
841981,2825
841989,2819
841990,2819
842010,2819
842091,2819
842099,2819
842111,2825
842112,2826
842119,2819
842121,2819
842122,2819
842123,2819
842129,2819
842131,2819
842139,2819
842191,2819
842199,2819
842211,2750
842219,2819
842220,2819
842230,2819
842240,2819
842290,2819
842310,2819
842320,2819
842330,2819
842381,2819
842382,2819
842389,2819
842390,2819
842410,2819
842420,2819
842430,2819
842481,2821
842489,2819
842490,2819
842511,2816
842519,2816
842531,2816
842539,2816
842541,2816
842542,2816
842549,2816
842611,2816
842612,2816
842619,2816
842620,2816
842630,2816
842641,2816
842649,2816
842691,2816
842699,2816
842710,2816
842720,2816
842790,2816
842810,2816
842820,2816
842831,2824
842832,2816
842833,2816
842839,2816
842840,2816
842860,2816
842890,2816
842911,2824
842919,2824
842920,2824
842930,2824
842940,2824
842951,2824
842952,2824
842959,2824
843010,2824
843020,2824
843031,2824
843039,2824
843041,2824
843049,2824
843050,2824
843061,2824
843069,2824
843110,2816
843120,2816
843131,2816
843139,2816
843141,2816
843142,2824
843143,2824
843149,2824
843210,2821
843221,2821
843229,2821
843230,2821
843240,2821
843280,2821
843290,2821
843311,2821
843319,2821
843320,2821
843330,2821
843340,2821
843351,2821
843352,2821
843353,2821
843359,2821
843360,2821
843390,2821
843410,2821
843420,2825
843490,2821
843510,2825
843590,2821
843610,2821
843621,2821
843629,2821
843680,2821
843691,2821
843699,2821
843710,2825
843780,2825
843790,2825
843810,2825
843820,2825
843830,2825
843840,2825
843850,2825
843860,2825
843880,2825
843890,2825
843910,2829
843920,2829
843930,2829
843991,2829
843999,2829
844010,2829
844090,2817
844110,2829
844120,2829
844130,2829
844140,2829
844180,2829
844190,2829
844230,2829
844240,2817
844250,1812
844311,2829
844312,2817
844313,2829
844314,2829
844315,2829
844316,2829
844317,2829
844319,2826
844331,2620
844332,2817
844339,2817
844391,2817
844399,2817
844400,2826
844511,2826
844512,2826
844513,2826
844519,2826
844520,2826
844530,2826
844540,2826
844590,2826
844610,2826
844621,2826
844629,2826
844630,2826
844711,2826
844712,2826
844720,2826
844790,2826
844811,2826
844819,2826
844820,2826
844831,2826
844832,2826
844833,2826
844839,2826
844842,2826
844849,2826
844851,2826
844859,2826
844900,2826
845011,2750
845012,2750
845019,2750
845020,2826
845090,2826
845110,2826
845121,2750
845129,2826
845130,2826
845140,2826
845150,2826
845180,2826
845190,2826
845210,2826
845221,2826
845229,2826
845230,2826
845290,2826
845310,2826
845320,2826
845380,2826
845390,2826
845410,2823
845420,2823
845430,2823
845490,2823
845510,2823
845521,2823
845522,2823
845530,2823
845590,2823
845610,2822
845620,2822
845630,2822
845690,2822
845710,2822
845720,2822
845730,2822
845811,2822
845819,2822
845891,2822
845899,2822
845910,2822
845921,2822
845929,2822
845931,2822
845939,2822
845940,2822
845951,2822
845959,2822
845961,2822
845969,2822
845970,2822
846011,2822
846019,2822
846021,2822
846029,2822
846031,2822
846039,2822
846040,2822
846090,2822
846120,2822
846130,2822
846140,2822
846150,2822
846190,2822
846210,2822
846221,2822
846229,2822
846231,2822
846239,2822
846241,2822
846249,2822
846291,2822
846299,2822
846310,2822
846320,2822
846330,2822
846390,2822
846410,2822
846420,2822
846490,2822
846510,2822
846591,2822
846592,2822
846593,2822
846594,2822
846595,2822
846596,2822
846599,2822
846610,2822
846620,2822
846630,2822
846691,2822
846692,2822
846693,2822
846694,2822
846711,2818
846719,2818
846721,2818
846722,2818
846729,2818
846781,2818
846789,2818
846791,2818
846792,2818
846799,2818
846810,2819
846820,2819
846880,2819
846890,2819
846900,2817
847010,2817
847021,2817
847029,2817
847030,2817
847050,2817
847090,2817
847130,2620
847141,2620
847149,2620
847150,2620
847160,2620
847170,2620
847180,2610
847190,2620
847210,2817
847230,2817
847290,2620
847310,2817
847321,2817
847329,2620
847330,2620
847340,2620
847350,2620
847410,2824
847420,2824
847431,2824
847432,2824
847439,2824
847480,2824
847490,2824
847510,2829
847521,2829
847529,2829
847590,2829
847621,2819
847629,2819
847681,2819
847689,2819
847690,2819
847710,2829
847720,2829
847730,2829
847740,2829
847751,2829
847759,2829
847780,2829
847790,2829
847810,2825
847890,2825
847910,2824
847920,2825
847930,2822
847940,2829
847950,2829
847960,2829
847971,2829
847979,2829
847981,2829
847982,2829
847989,2829
847990,2829
848010,2593
848020,2593
848030,2593
848041,2593
848049,2593
848050,2593
848060,2593
848071,2593
848079,2593
848110,2813
848120,2813
848130,2813
848140,2813
848180,2813
848190,2813
848210,2814
848220,2814
848230,2814
848240,2814
848250,2814
848280,2814
848291,2814
848299,2814
848310,2814
848320,2814
848330,2814
848340,2814
848350,2814
848360,2814
848390,2814
848410,2819
848420,2819
848490,2819
848610,2829
848620,2829
848630,2829
848640,2829
848690,2829
848710,2599
848790,2819
850110,2710
850120,2710
850131,2710
850132,2710
850133,2710
850134,2710
850140,2710
850151,2710
850152,2710
850153,2710
850161,2710
850162,2710
850163,2710
850164,2710
850211,2710
850212,2710
850213,2710
850220,2710
850231,2710
850239,2710
850240,2710
850300,2710
850410,2710
850421,2710
850422,2710
850423,2710
850431,2710
850432,2710
850433,2710
850434,2710
850440,2710
850450,2710
850490,2710
850511,2599
850519,2393
850520,2790
850590,2790
850610,2720
850630,2720
850640,2720
850650,2720
850660,2720
850680,2720
850690,2720
850710,2720
850720,2720
850730,2720
850740,2720
850750,2720
850760,2720
850780,2720
850790,2720
850811,2750
850819,2829
850860,2829
850870,2750
850940,2750
850980,2750
850990,2750
851010,2750
851020,2750
851030,2750
851090,2750
851110,2740
851120,2740
851130,2740
851140,2740
851150,2740
851180,2740
851190,2630
851210,2740
851220,2740
851230,2740
851240,2740
851290,2630
851310,2740
851390,2740
851410,2815
851420,2815
851430,2815
851440,2815
851490,2815
851511,2790
851519,2790
851521,2790
851529,2790
851531,2790
851539,2790
851580,2790
851590,2790
851610,2750
851621,2750
851629,2750
851631,2750
851632,2750
851633,2750
851640,2750
851650,2750
851660,2750
851671,2750
851672,2750
851679,2750
851680,2750
851690,2750
851711,2630
851712,2630
851718,2610
851761,2610
851762,2610
851769,2610
851770,2630
851810,2640
851821,2640
851822,2640
851829,2640
851830,2640
851840,2640
851850,2640
851890,2640
851920,2640
851930,2640
851950,2640
851981,2640
851989,2640
852110,2640
852190,2640
852210,2640
852290,2640
852321,2680
852329,2680
852341,2680
852349,5920
852351,2620
852352,2610
852359,3290
852380,3290
852550,2630
852560,2630
852580,2630
852610,2651
852691,2651
852692,2651
852712,2640
852713,2640
852719,2640
852721,2640
852729,2640
852791,2640
852792,2640
852799,2640
852841,2620
852849,2640
852851,2620
852859,2640
852861,2620
852869,2640
852871,2640
852872,2640
852873,2640
852910,2630
852990,2630
853010,2790
853080,2790
853090,2630
853110,2630
853120,2790
853180,2790
853190,2630
853210,2610
853221,2610
853222,2610
853223,2610
853224,2610
853225,2610
853229,2610
853230,2610
853290,2610
853310,2610
853321,2610
853329,2610
853331,2610
853339,2610
853340,2610
853390,2610
