tahun,klasifikasi,isic5,isic3,isic2,n_perusahaan,tk_total,upah_total,nilai_output,biaya_input,nilai_tambah,modal,energi,bahan_total,bahan_impor,ekspor,n_eksportir,n_lapor_modal,n_asing,ULC,upah_per_pekerja,produktivitas,modal_per_pekerja,energi_per_pekerja,pangsa_impor,intensitas_ekspor
2000,KLUI,15111,151,15,10,2443,5024046,516603912,363332938,153270974,2293334,321604,337389285,0,20081479,2,4,1,0.0328,2056507,62738835,938737,131643,0.0,0.0389
2000,KLUI,15112,151,15,24,2514,1593277,202174866,149235411,52939455,1062696,1095384,119926945,7582072,7594944,1,3,1,0.0301,633762,21057858,422711,435714,0.0632,0.0376
2000,KLUI,15121,151,15,30,14810,7883425,1183556556,924729808,258826748,30871419,8137636,767190520,113238907,1076310939,18,14,6,0.0305,532304,17476485,2084498,549469,0.1476,0.9094
2000,KLUI,15122,151,15,161,9874,1066637,443739657,324078749,119660908,1450472,3303765,297275017,6178113,139272902,40,25,5,0.0089,108025,12118788,146898,334592,0.0208,0.3139
2000,KLUI,15123,151,15,9,849,252894,69281052,59056896,10224156,2844238,716927,53133311,0,55370678,7,1,0,0.0247,297873,12042587,3350104,844437,0.0,0.7992
2000,KLUI,15124,151,15,161,43556,58395852,8276644330,6323778033,1952866297,82491309,134542973,5605260857,47084536,4627776034,106,42,22,0.0299,1340707,44835758,1893914,3088965,0.0084,0.5591
2000,KLUI,15125,151,15,94,3045,128906,151970130,138229980,13740150,178500,1400059,129995823,0,0,0,14,0,0.0094,42334,4512365,58621,459789,0.0,0.0
2000,KLUI,15129,151,15,62,6120,6215025,377918953,301535501,76383452,61890067,5522779,267400615,16853636,307409701,10,8,4,0.0814,1015527,12480956,10112756,902415,0.063,0.8134
2000,KLUI,15131,151,15,12,9435,6494491,621826749,392288271,229538478,4926322,14586024,319621354,92884702,200327257,7,4,1,0.0283,688340,24328403,522133,1545948,0.2906,0.3222
2000,KLUI,15132,151,15,11,861,135647,37039584,9377331,27662253,17516,154331,7395374,15697,34041189,6,2,1,0.0049,157546,32128052,20344,179246,0.0021,0.919
2000,KLUI,15133,151,15,25,3344,541565,139165864,116839601,22326263,10025003,4129829,98410721,1529626,4256512,1,4,0,0.0243,161951,6676514,2997908,1234997,0.0155,0.0306
2000,KLUI,15134,151,15,7,2846,1743284,37618009,19646612,17971397,1050615,817104,16901560,363836,22500710,3,3,0,0.097,612538,6314616,369155,287106,0.0215,0.5981
2000,KLUI,15139,151,15,7,496,680083,539454362,202122943,337331419,6078463,2852403,109606747,53144421,74419,1,1,0,0.002,1371135,680103667,12254966,5750812,0.4849,0.0001
