cmdCode,primaryValue,netWgt,qty,qtyUnitAbbr
291531,13191683.0,13394085.0,13394085.0,
291532,129801.0,69659.0,69659.0,
291533,6211329.0,4878569.0,4878569.0,
291539,394452.0,237123.0,237123.0,
291540,5085.0,950.0,950.0,
291550,21821.0,12813.0,12813.0,
291560,14155.0,1411.0,1411.0,
291570,83460411.0,79638657.0,79638657.0,
291590,113080670.0,70762626.0,70762626.0,
291611,29878261.0,18618688.0,18618688.0,
291612,75597713.0,42621093.0,42621093.0,
291613,28941.0,9120.0,9120.0,
291614,3170.0,2163.0,2163.0,
291615,4170554.0,3066593.0,3066593.0,
291619,43149109.0,44399474.0,44399474.0,
291620,53914.0,270.0,270.0,
291631,105390.0,26430.0,26430.0,
291632,1231595.0,482490.0,482490.0,
291639,159665.0,29867.0,29867.0,
291711,13928.0,15475.0,15475.0,
291712,26888.0,8740.0,8740.0,
291714,12743794.0,7652000.0,7652000.0,
291719,803991.0,480407.0,480407.0,
291732,34187.0,28000.0,28000.0,
291734,2260.0,200.0,200.0,
291735,12497909.0,8270100.0,8270100.0,
291736,69471768.0,64921340.0,64921340.0,
291739,525585.0,294402.0,294402.0,
291811,28788.0,10053.0,10053.0,
291812,3262.0,581.0,581.0,
291814,3912553.0,2471202.0,2471202.0,
291815,43556.0,15325.0,15325.0,
291816,21592.0,20650.0,20650.0,
291819,1010.0,325.0,325.0,
291823,135788.0,5133.0,5133.0,
291829,43519.0,3840.0,3840.0,
291830,125050.0,7969.0,7969.0,
291899,1569719.0,256310.0,256310.0,
291990,58630.0,10925.0,10925.0,
292011,108932.0,12080.0,12080.0,
292019,11720.0,1700.0,1700.0,
292090,18586.0,10453.0,10453.0,
292119,1118879.0,324650.0,324650.0,
292129,120218.0,24908.0,24908.0,
292130,11423.0,730.0,730.0,
292142,22942.0,7272.0,7272.0,
292145,81833.0,20107.0,20107.0,
292151,31376.0,6516.0,6516.0,
292159,10580.0,2000.0,2000.0,
292211,14.0,1.0,1.0,
292213,128.0,50.0,50.0,
292219,1745632.0,456006.0,456006.0,
292221,104201.0,17365.0,17365.0,
292229,219364.0,37434.0,37434.0,
292239,69428.0,6975.0,6975.0,
292241,387286724.0,205597737.0,205597737.0,
292242,232451954.0,142395969.0,142395969.0,
292249,31938316.0,2613442.0,2613442.0,
292250,26278946.0,12485900.0,12485900.0,
292310,66908.0,62461.0,62461.0,
292320,151879.0,104339.0,104339.0,
292390,226139.0,53342.0,53342.0,
292411,17.0,5.0,5.0,
292412,344398.0,213600.0,213600.0,
292419,6386222.0,5215173.0,5215173.0,
292421,95787.0,15425.0,15425.0,
292429,2817445.0,249541.0,249541.0,
292511,900565.0,196000.0,196000.0,
292519,3590.0,482.0,482.0,
292529,1390926.0,22267.0,22267.0,
292690,116911.0,2471.0,2471.0,
292700,71918827.0,21208027.0,21208027.0,
292800,1082724.0,127769.0,127769.0,
292910,2762722.0,493187.0,493187.0,
292990,10705519.0,4043250.0,4043250.0,
293040,403.0,9.0,9.0,
293090,276818.0,157143.0,157143.0,
293110,22046.0,9940.0,9940.0,
293190,1241588.0,235183.0,235183.0,
293211,5.0,4.0,4.0,
293212,121.0,15.0,15.0,
293213,5071.0,450.0,450.0,
293219,18420.0,711.0,711.0,
293220,65228.0,4184.0,4184.0,
293299,233787.0,25267.0,25267.0,
293311,787.0,442.0,442.0,
293319,64024.0,2554.0,2554.0,
