tahun,klasifikasi,isic5,isic3,isic2,n_perusahaan,tk_total,upah_total,nilai_output,biaya_input,nilai_tambah,modal,energi,bahan_total,bahan_impor,ekspor,n_eksportir,n_lapor_modal,n_asing,ULC,upah_per_pekerja,produktivitas,modal_per_pekerja,energi_per_pekerja,pangsa_impor,intensitas_ekspor
2009,Rev3,15493,154,15,87,9733,181029844,2036921002,1400251088,636669914,54174165,122049546,870379322,7361146,777600,1,11,2,0.2843,18599594,65413533,5566029,12539766,0.0085,0.0004
2009,Rev3,15494,154,15,141,4521,44759478,417537647,274823410,142714237,45158495,24121734,244402212,44156031,334692,1,30,2,0.3136,9900349,31566962,9988608,5335486,0.1807,0.0008
2009,Rev3,15495,154,15,58,8778,103465633,1143434600,750096450,393338150,5731524,56910625,586862613,773261,201199410,6,8,0,0.263,11786926,44809541,652942,6483325,0.0013,0.176
2009,Rev3,15496,154,15,795,30600,218571043,1730219943,1135170721,595049222,478943142,73058769,1001542453,30356375,10885723,11,175,2,0.3673,7142845,19446053,15651737,2387541,0.0303,0.0063
2009,Rev3,15497,154,15,47,8962,206070869,19696459608,12671545864,7024913744,103073881,269719678,10794976623,1733966631,1160350095,7,11,9,0.0293,22993848,783855584,11501214,30095925,0.1606,0.0589
2009,Rev3,15498,154,15,78,4307,31163719,362180282,202873616,159306666,5288403,5152773,182989588,11571041,892277,3,21,1,0.1956,7235598,36987849,1227862,1196372,0.0632,0.0025
2009,Rev3,15499,154,15,254,19134,228056012,2268748968,1553549237,715199731,61452402,95550894,1297783235,106398976,67282984,8,44,5,0.3189,11918888,37378474,3211686,4993775,0.082,0.0297
2009,Rev3,15510,155,15,13,1754,90601872,1401363072,723108340,678254732,135480463,14239619,621846628,418228893,36363,2,3,2,0.1336,51654431,386690269,77240857,8118369,0.6726,0.0
2009,Rev3,15520,155,15,6,458,4874464,139283641,68364819,70918822,314752,5761710,43202692,4968000,73245,1,1,0,0.0687,10642934,154844590,687231,12580153,0.115,0.0005
2009,Rev3,15530,155,15,3,398,30843690,1109060731,531351460,577709271,25365840,24599701,428926946,52272831,0,0,1,3,0.0534,77496709,1451530832,63733266,61808294,0.1219,0.0
2009,Rev3,15540,155,15,285,35083,536769399,11080671602,5196080155,5884591447,1419244207,173438338,3446034075,763023241,553838489,11,71,29,0.0912,15299986,167733416,40453901,4943658,0.2214,0.05
2009,Rev3,16001,160,16,560,44409,173038538,4715959800,2512307782,2203652018,29645154,43336127,2304032821,334029652,369101551,10,165,2,0.0785,3896475,49621744,667548,975841,0.145,0.0783
2009,Rev3,16002,160,16,341,224053,2899486058,85176732879,39729104487,45447628392,5573066909,776655886,33973404552,253792328,321367705,5,66,0,0.0638,12941072,202843204,24873878,3466394,0.0075,0.0038
2009,Rev3,16003,160,16,13,3315,126092427,5402440983,3489344324,1913096659,215196520,35296584,3066151165,1253884161,3596987791,3,8,1,0.0659,38036931,577103065,64915994,10647537,0.4089,0.6658
2009,Rev3,16004,160,16,34,10609,88189850,795259792,194594858,600664934,7019735,37998112,153088721,2160294,28178194,2,3,0,0.1468,8312739,56618431,661677,3581686,0.0141,0.0354
2009,Rev3,16009,160,16,38,4550,34340239,1447834659,613451899,834382760,534000,14388780,588311771,50273746,6150175,1,2,0,0.0412,7547305,183380826,117363,3162369,0.0855,0.0042
2009,Rev3,17111,171,17,31,14681,408567349,16340823123,7089843363,9250979760,1192537130,107300999,6389213430,3714981446,159740929,2,6,7,0.0442,27829668,630132808,81229966,7308834,0.5814,0.0098
2009,Rev3,17112,171,17,103,54626,943004945,18595934058,13149576751,5446357307,873118375,369945542,10871807310,4185422649,6936816593,36,36,25,0.1731,17262932,99702656,15983568,6772334,0.385,0.373
2009,Rev3,17113,171,17,21,9425,163750082,5511065094,3123674403,2387390691,293709414,57179566,2199527606,1335934701,22961096,2,7,4,0.0686,17374014,253304052,31162803,6066797,0.6074,0.0042
2009,Rev3,17114,171,17,695,141555,1850523083,24794511412,16310951117,8483560295,1434918917,845060128,13343367795,2432592297,3512917793,52,100,29,0.2181,13072820,59931195,10136830,5969836,0.1823,0.1417
2009,Rev3,17115,171,17,35,4426,33864094,265000871,176774790,88226081,2508967,4908622,155259174,3819600,2300002,1,6,0,0.3838,7651174,19933593,566870,1109042,0.0246,0.0087
2009,Rev3,17121,171,17,39,12112,185878010,3627065484,2705965122,921100362,337682476,226237285,2192233456,835116744,528713671,8,10,7,0.2018,15346599,76048577,27879993,18678772,0.3809,0.1458
2009,Rev3,17122,171,17,124,29868,506436897,8517266386,6297559330,2219707056,1401536802,574343129,4971466959,894933585,1052001415,15,26,14,0.2282,16955836,74317231,46924361,19229380,0.18,0.1235
2009,Rev3,17123,171,17,73,34630,458609740,11449285931,6782602423,4666683508,68748012,151544346,6125949762,851532842,1234355275,19,17,9,0.0983,13243134,134758403,1985215,4376100,0.139,0.1078
2009,Rev3,17124,171,17,318,14470,98539699,646395263,397988103,248407160,22082028,13902862,356446161,16451034,34173376,13,66,0,0.3967,6809931,17167046,1526056,960806,0.0462,0.0529
2009,Rev3,17211,172,17,183,14592,149172680,897687964,536256065,361431899,53267670,22739209,446592705,43368518,38433965,12,34,6,0.4127,10222908,24769182,3650471,1558334,0.0971,0.0428
2009,Rev3,17212,172,17,31,7764,177681210,952369286,571946032,380423254,883234680,5435842,482396359,303826355,180755769,4,11,2,0.4671,22885267,48998358,113760263,700134,0.6298,0.1898
2009,Rev3,17213,172,17,6,630,6624909,39094159,27741766,11352393,3937792,3309944,20860878,1872229,0,0,2,0,0.5836,10515729,18019671,6250463,5253879,0.0897,0.0
2009,Rev3,17214,172,17,4,555,14876925,50604700,29274923,21329777,678537,320583,21608413,13627929,21943078,1,1,0,0.6975,26805270,38432031,1222589,577627,0.6307,0.4336
2009,Rev3,17215,172,17,2,1239,27431750,290563853,245860215,44703638,11069443,895752,219249119,0,12768428,1,2,0,0.6136,22140234,36080418,8934175,722964,0.0,0.0439
2009,Rev3,17220,172,17,15,2211,45606512,595248169,394983288,200264881,115037196,10654336,361437380,216423273,104358902,9,7,6,0.2277,20627097,90576608,52029487,4818786,0.5988,0.1753
2009,Rev3,17231,172,17,13,1297,19362658,122101185,78193618,43907567,2927025,3520903,69355844,3890761,0,0,6,1,0.441,14928803,33853174,2256766,2714652,0.0561,0.0
2009,Rev3,17232,172,17,32,5903,81769782,540048426,250990711,289057715,8606436,18326794,194758673,128467520,8898365,2,13,2,0.2829,13852242,48967934,1457977,3104658,0.6596,0.0165
2009,Rev3,17291,172,17,29,3344,59426142,296095554,164064220,132031334,26678997,6294828,128854101,14999568,9643875,4,5,6,0.4501,17770975,39483054,7978169,1882425,0.1164,0.0326
2009,Rev3,17292,172,17,7,1593,19006882,119710276,67351975,52358301,2459141,2324709,54505564,36050824,81295377,4,1,2,0.363,11931502,32867734,1543717,1459328,0.6614,0.6791
2009,Rev3,17293,172,17,175,9979,60832590,169775697,61544031,108231666,12228790,1896631,46291605,14697334,41766490,6,16,5,0.5621,6096061,10845943,1225452,190062,0.3175,0.246
2009,Rev3,17294,172,17,5,408,9296466,122586020,53084891,69501129,1717061,3526526,46966750,2030609,2329129,1,2,3,0.1338,22785456,170345904,4208483,8643446,0.0432,0.019
2009,Rev3,17299,172,17,15,2790,41505662,1066047775,841205725,224842050,205550,28155015,713257074,201711500,4764248,1,3,0,0.1846,14876581,80588548,73674,10091403,0.2828,0.0045
2009,Rev3,17301,173,17,83,45811,647823710,16741071735,12553380710,4187691025,1302289904,962552087,10326900866,5128340894,712309529,14,18,4,0.1547,14141226,91412347,28427450,21011375,0.4966,0.0425
2009,Rev3,17302,173,17,241,45540,584072668,4165005630,2537628045,1627377585,96098288,108014800,2124356559,713700588,2289943359,39,46,12,0.3589,12825487,35735125,2110195,2371866,0.336,0.5498
2009,Rev3,17303,173,17,21,6421,94416106,509096777,323171268,185925509,2461303,5566881,250690684,44761360,361703423,5,4,3,0.5078,14704268,28955849,383321,866980,0.1786,0.7105
2009,Rev3,17304,173,17,15,1044,10865282,34137871,12519819,21618052,0,281526,11053297,394200,0,0,0,0,0.5026,10407358,20706946,0,269661,0.0357,0.0
2009,Rev3,17400,174,17,118,5395,25674027,221025794,151405920,69619874,22000,2303761,145374312,435,0,0,1,0,0.3688,4758856,12904518,4078,427018,0.0,0.0
2009,Rev3,18101,181,18,1876,410931,5746717999,42315272533,17735722783,24579549750,11463265583,717246299,13740812947,6278607352,16829395156,185,362,164,0.2338,13984630,59814299,27895840,1745418,0.4569,0.3977
2009,Rev3,18102,181,18,98,12179,145710953,811801072,254170536,557630536,14159598,19558239,161133262,38337470,69919079,11,30,10,0.2613,11964115,45786233,1162624,1605899,0.2379,0.0861
2009,Rev3,18103,181,18,17,3318,26872655,146956499,58301037,88655462,300059,9580236,44204799,15727002,33759664,4,3,2,0.3031,8099052,26719549,90434,2887353,0.3558,0.2297
2009,Rev3,18104,181,18,16,4949,66371595,709385939,351149137,358236802,4663655,1367136,322586572,195741887,671616225,9,7,6,0.1853,13411112,72385694,942343,276245,0.6068,0.9468
2009,Rev3,18202,182,18,2,86,485100,1191750,264398,927352,0,21345,191487,0,0,0,0,0,0.5231,5640698,10783163,0,248198,0.0,0.0
2009,Rev3,18203,182,18,1,226,256600,1672500,693282,979218,0,21180,598068,0,0,0,0,0,0.262,1135398,4332823,0,93717,0.0,0.0
2009,Rev3,19111,191,19,9,686,10930673,92687250,71697050,20990200,1549311,777640,61811591,4969375,34127076,6,3,1,0.5208,15933926,30597959,2258471,1133586,0.0804,0.3682
2009,Rev3,19112,191,19,50,5252,88569473,1524280174,1170399999,353880175,22790791,47721226,979257304,99590765,181827938,13,11,5,0.2503,16863951,67380079,4339450,9086296,0.1017,0.1193
2009,Rev3,19113,191,19,9,783,11580977,169709757,87241305,82468452,665403,1231462,84089065,0,14002292,2,2,2,0.1404,14790520,105323693,849812,1572748,0.0,0.0825
2009,Rev3,19121,191,19,122,12187,141263537,764752033,382588771,382163262,8129526,9253548,315308062,59440472,183129729,17,17,9,0.3696,11591330,31358272,667065,759297,0.1885,0.2395
2009,Rev3,19122,191,19,3,503,8147147,108750957,89384548,19366409,5378749,59902,88321769,0,0,0,2,0,0.4207,16197111,38501807,10693338,119089,0.0,0.0
2009,Rev3,19123,191,19,1,25,100800,370900,197088,173812,0,3312,190800,0,0,0,0,0,0.5799,4032000,6952480,0,132480,0.0,0.0
2009,Rev3,19129,191,19,8,2062,24542719,738206705,626503959,111702746,587776,1239226,622309901,169166,118064,1,1,2,0.2197,11902386,54172040,285051,600983,0.0003,0.0002
2009,Rev3,19201,192,19,309,50471,622978822,5273864746,2546798692,2727066054,9410539545,33452528,2176832280,489101644,586980790,16,82,26,0.2284,12343303,54032336,186454391,662807,0.2247,0.1113
2009,Rev3,19202,192,19,58,124294,2195083935,18481982784,9642026168,8839956616,149268725,375986767,8524835793,5893000351,1056647098,8,18,12,0.2483,17660418,71121346,1200933,3024979,0.6913,0.0572
2009,Rev3,19203,192,19,13,2218,34682871,236965320,146752556,90212764,1126309,1773660,119864803,0,0,0,5,1,0.3845,15637002,40673023,507804,799666,0.0,0.0
2009,Rev3,19209,192,19,42,10538,130300642,1623582037,1030420213,593161824,1898277752,22489665,465710147,78160747,13942019,4,12,4,0.2197,12364836,56287894,180136435,2134149,0.1678,0.0086
2009,Rev3,20101,201,20,230,20210,206957155,3555997335,2168174232,1387823103,93401070,62095624,1809617587,24848511,434569121,26,51,3,0.1491,10240334,68670119,4621527,3072520,0.0137,0.1222
2009,Rev3,20102,201,20,69,5600,49290823,1126749356,429736176,697013180,8064257,24165512,356004628,35152,686145314,13,18,1,0.0707,8801933,124466639,1440046,4315270,0.0001,0.609
2009,Rev3,20103,201,20,20,809,4737882,672613807,16284967,656328840,1462732,654491,14566586,0,13958490,6,8,0,0.0072,5856467,811284104,1808074,809012,0.0,0.0208
2009,Rev3,20104,201,20,25,2044,20652332,254934274,169261227,85673047,1835200,4492211,159212689,0,54432471,10,6,0,0.2411,10103881,41914407,897847,2197755,0.0,0.2135
2009,Rev3,20211,202,20,47,36496,822873054,7617887749,4170573639,3447314110,97421352,121930478,3762302372,570214679,2662567007,12,13,6,0.2387,22546938,94457313,2669371,3340927,0.1516,0.3495
2009,Rev3,20212,202,20,67,49169,877312466,9202812571,4615220804,4587591767,170439470,203380754,4166377859,185168717,4576809516,43,22,8,0.1912,17842797,93302523,3466401,4136361,0.0444,0.4973
2009,Rev3,20213,202,20,65,15139,176709954,2830504293,1802887534,1027616759,194021725,106856974,1537232757,222556747,1229943218,31,20,8,0.172,11672498,67878774,12816020,7058391,0.1448,0.4345
2009,Rev3,20214,202,20,22,6786,82364816,1058785059,700868444,357916615,8864373,23618163,641520613,3027182,417275873,5,7,4,0.2301,12137462,52743386,1306274,3480425,0.0047,0.3941
2009,Rev3,20220,202,20,247,35065,498231660,6558705288,3576376026,2982329262,232490650,87654317,3067746102,285876389,1773359969,69,59,21,0.1671,14208803,85051455,6630277,2499767,0.0932,0.2704
2009,Rev3,20230,202,20,40,2562,28154862,591257695,478074062,113183633,69147883,9173656,410575099,49156681,294677736,2,7,1,0.2488,10989407,44177843,26989806,3580662,0.1197,0.4984
2009,Rev3,20291,202,20,127,5568,66576155,280547132,167031890,113515242,2646234,3214584,138021960,5788500,108425543,53,17,2,0.5865,11956924,20387077,475258,577332,0.0419,0.3865
2009,Rev3,20292,202,20,50,2947,15039041,44314367,21663454,22650913,1043519,1356670,18369887,0,20635385,17,11,1,0.6639,5103170,7686092,354095,460356,0.0,0.4657
2009,Rev3,20293,202,20,97,9554,136714026,745000844,365433208,379567636,19548202,3735754,326077695,146546845,474424942,53,25,5,0.3602,14309611,39728662,2046075,391015,0.4494,0.6368
2009,Rev3,20294,202,20,29,2268,15044420,103965133,72904607,31060526,356892,4208613,56228510,45575,4416409,7,4,1,0.4844,6633342,13695117,157360,1855649,0.0008,0.0425
2009,Rev3,20299,202,20,44,6584,76808337,656340943,383719288,272621655,40318405,3037343,348395390,16987388,509079099,18,10,6,0.2817,11665908,41406691,6123695,461322,0.0488,0.7756
2009,Rev3,21011,210,21,4,15196,646446435,22436091707,11308120387,11127971320,593387359162,991962805,9526031344,540057122,10798659526,3,2,2,0.0581,42540566,732296086,39048918081,65277889,0.0567,0.4813
2009,Rev3,21012,210,21,33,29898,923238627,31675656162,20548069666,11127586496,102752635,599359593,19306598777,5832587506,24998285,4,6,5,0.083,30879612,372184979,3436773,20046812,0.3021,0.0008
2009,Rev3,21013,210,21,1,2883,275451481,1745775715,652471989,1093303726,0,4039716,648387366,0,0,0,0,0,0.2519,95543351,379224324,0,1401220,0.0,0.0
2009,Rev3,21014,210,21,20,2233,26259802,491697144,307840007,183857137,20098833,10784094,268903002,34770363,54416589,5,3,3,0.1428,11759876,82336380,9000821,4829420,0.1293,0.1107
