hs6,cif_usd,kg,Pm_usd_per_kg,Pm_rp_per_kg,isic3,isic4,bec1,intermediate
292231,101308.0,394.0,257.126904,2413555.11,2411,1910|2011,2,1
292239,791649.0,79168.0,9.999608,93862.62,2411,1910|2011,2,1
292241,17189429.0,7231502.0,2.377021,22312.21,2423,2100|3250,2,1
292242,38408853.0,29990315.0,1.280709,12021.54,2423,2100|3250,2,1
292243,30759.0,5821.0,5.284144,49600.3,2411,1910|2011,2,1
292249,26907037.0,3879441.0,6.935803,65103.81,2411,1910|2011,2,1
292250,7824590.0,1584383.0,4.938572,46356.55,2411,1910|2011,2,1
292310,14865987.0,11628223.0,1.27844,12000.24,2423,2100|3250,2,1
292320,16825207.0,12410316.0,1.355744,12725.86,2423,2100|3250,2,1
292390,10173481.0,5139384.0,1.979514,18580.96,2423,2100|3250,2,1
292412,349262.0,61529.0,5.67638,53282.08,2423,2100|3250,2,1
292419,10258560.0,3843895.0,2.668793,25050.97,2423,2100|3250,2,1
292421,2669515.0,478517.0,5.578726,52365.43,2411,1910|2011,2,1
292423,15327.0,125.0,122.616,1150951.02,2423,2100|3250,2,1
292429,69528648.0,10683556.0,6.508006,61088.25,2423,2100|3250,2,1
292511,2965263.0,539826.0,5.492998,51560.74,2411,1910|2011,2,1
292519,1035852.0,213858.0,4.843644,45465.49,2411,1910|2011,2,1
292521,32200.0,7000.0,4.6,43178.5,2411,1910|2011,2,1
292529,3609184.0,389935.0,9.255861,86881.34,2411,1910|2011,2,1
292610,15038156.0,7516292.0,2.000741,18780.22,2411,1910|2011,2,1
292620,3460668.0,563859.0,6.137471,57610.17,2411,1910|2011,2,1
292690,35717099.0,1293626.0,27.610066,259165.47,2411,1910|2011,2,1
292700,18583384.0,6962651.0,2.66901,25053.01,2411,1910|2011,2,1
292800,3806706.0,759928.0,5.009298,47020.43,2411,1910|2011,2,1
292910,140799292.0,61050659.0,2.30627,21648.1,2411,1910|2011,2,1
292990,1532472.0,659625.0,2.323247,21807.46,2411,1910|2011,2,1
293020,12833212.0,3324007.0,3.860766,36239.58,2411,1910|2011,2,1
293030,624217.0,220675.0,2.828671,26551.69,2411,1910|2011,2,1
293040,104595242.0,24733201.0,4.228941,39695.5,2411,1910|2011,2,1
293050,206.0,6.0,34.333333,322274.3,2411,1910|2011,2,1
293090,50812212.0,11755789.0,4.322314,40571.96,2411,1910|2011,2,1
293100,115824577.0,29735752.0,3.895129,36562.13,2411,1910|2011,2,1
293211,1550938.0,373997.0,4.146926,38925.66,2411,1910|2011,2,1
293212,683679.0,348263.0,1.963111,18427.0,2411,1910|2011,2,1
293213,2305101.0,1050349.0,2.194605,20599.94,2411,1910|2011,2,1
293219,5100151.0,124430.0,40.988114,384740.26,2411,1910|2011,2,1
293221,1758612.0,184997.0,9.506165,89230.85,2411,1910|2011,2,1
293229,9657466.0,1187550.0,8.132261,76334.52,2423,2100|3250,2,1
293292,1314.0,57.0,23.052632,216386.52,2411,1910|2011,2,1
293293,1944681.0,71651.0,27.141017,254762.68,2411,1910|2011,2,1
293295,90520.0,470.0,192.595745,1807824.99,2411,1910|2011,2,1
293299,45740843.0,3335566.0,13.713068,128719.49,2411,1910|2011,2,1
293311,7955423.0,674865.0,11.788169,110651.19,2423,2100|3250,2,1
293319,17021998.0,324936.0,52.385694,491725.13,2423,2100|3250,2,1
293321,819958.0,254283.0,3.224588,30268.02,2423,2100|3250,2,1
293329,24882499.0,642191.0,38.746259,363696.8,2411,1910|2011,2,1
293331,5008906.0,1180091.0,4.244508,39841.63,2411,1910|2011,2,1
293332,1562.0,18.0,86.777778,814550.89,2411,1910|2011,2,1
293339,105237212.0,23774941.0,4.426392,41548.91,2411,1910|2011,2,1
293349,11913598.0,343658.0,34.667018,325406.47,2411,1910|2011,2,1
293352,12633.0,35.0,360.942857,3388037.05,2423,2100|3250,2,1
293353,40912.0,929.0,44.038751,413375.46,2423,2100|3250,2,1
293354,16725.0,192.0,87.109375,817663.47,2423,2100|3250,2,1
293359,24207826.0,1077391.0,22.468933,210907.56,2423,2100|3250,2,1
293361,26240864.0,19988832.0,1.312776,12322.54,2423,2100|3250,2,1
293369,16227708.0,8876425.0,1.828181,17160.45,2423,2100|3250,2,1
293371,95702854.0,37155392.0,2.575746,24177.58,2411,1910|2011,2,1
293372,430762.0,40099.0,10.742462,100835.52,2411,1910|2011,2,1
293379,4021486.0,360570.0,11.153135,104690.35,2411,1910|2011,2,1
293391,1185207.0,4484.0,264.319135,2481065.92,2411,1910|2011,2,1
293399,23567131.0,968304.0,24.338566,228457.12,2411,1910|2011,2,1
293410,3575444.0,150875.0,23.698055,222444.87,2411,1910|2011,2,1
293420,7090733.0,1850541.0,3.831708,35966.83,2411,1910|2011,2,1
293430,2015144.0,175075.0,11.510176,108041.76,2423,2100|3250,2,1
293491,51576.0,6175.0,8.352389,78400.78,2411,1910|2011,2,1
293499,59531902.0,1853088.0,32.125782,301552.83,2411,1910|2011,2,1
293500,28882684.0,2175059.0,13.279035,124645.39,2423,2100|3250,2,1
293621,9517802.0,340946.0,27.915864,262035.88,2423,2100|3250,2,1
293622,7334206.0,262048.0,27.988025,262713.24,2423,2100|3250,2,1
293623,5309350.0,160514.0,33.077177,310483.22,2423,2100|3250,2,1
293624,6060992.0,579952.0,10.450851,98098.27,2423,2100|3250,2,1
293625,7422599.0,336261.0,22.073922,207199.74,2423,2100|3250,2,1
293626,4474400.0,50011.0,89.468317,839805.99,2423,2100|3250,2,1
293627,21232251.0,3188502.0,6.659005,62505.62,2423,2100|3250,2,1
293628,23864238.0,898897.0,26.548356,249199.6,2423,2100|3250,2,1
293629,16081805.0,1452358.0,11.072893,103937.15,2423,2100|3250,2,1
293690,24341983.0,3187924.0,7.635685,71673.35,2423,2100|3250,2,1
293719,328810.0,906.0,362.924945,3406642.17,2423,2100|3250,2,1
293721,4519277.0,6069.0,744.649366,6989748.07,2423,2100|3250,2,1
293731,1366830.0,5147.0,265.558578,2492700.11,2423,2100|3250,2,1
293739,1332596.0,128152.0,10.398558,97607.42,2423,2100|3250,2,1
293810,260972.0,4008.0,65.112774,611189.52,2423,2100|3250,2,1
293890,3003202.0,61193.0,49.077542,460672.72,2423,2100|3250,2,1
293919,1262897.0,4988.0,253.187049,2376573.15,2423,2100|3250,2,1
293920,167658.0,1540.0,108.868831,1021911.44,2423,2100|3250,2,1
293930,5961670.0,693721.0,8.593757,80666.42,2423,2100|3250,2,1
293941,514395.0,9279.0,55.436469,520361.63,2423,2100|3250,2,1
293942,2890044.0,51594.0,56.015118,525793.19,2423,2100|3250,2,1
293949,1264198.0,27947.0,45.235553,424609.4,2423,2100|3250,2,1
293951,74500.0,1473.0,50.577054,474748.09,2423,2100|3250,2,1
293959,3506539.0,312409.0,11.224193,105357.35,2423,2100|3250,2,1
293991,23075.0,250.0,92.3,866385.95,2423,2100|3250,2,1
293999,4037311.0,35803.0,112.764601,1058479.58,2423,2100|3250,2,1
294000,9984937.0,2222784.0,4.492086,42165.55,2423,2100|3250,2,1
294110,45815687.0,1097530.0,41.74436,391838.86,2423,2100|3250,2,1
294120,442251.0,83769.0,5.279411,49555.88,2423,2100|3250,2,1
294130,6130448.0,323305.0,18.96181,177987.5,2423,2100|3250,2,1
294140,3772823.0,119601.0,31.545079,296101.99,2423,2100|3250,2,1
294150,8562423.0,75883.0,112.83717,1059160.77,2423,2100|3250,2,1
294190,58315074.0,1497852.0,38.932467,365444.67,2423,2100|3250,2,1
294200,14359752.0,1696680.0,8.463442,79443.19,2411,1910|2011,2,1
300120,318156.0,3940.0,80.750254,757972.75,2423,2100|3250,2,1
300190,123179.0,9061.0,13.594416,127605.75,2423,2100|3250,2,1
300210,23045698.0,69219.0,332.938904,3125174.3,2423,2100|3250,2,1
300220,48512756.0,98960.0,490.225909,4601569.23,2423,2100|3250,2,1
300230,31755902.0,848106.0,37.443317,351466.56,2423,2100|3250,2,1
300290,10378394.0,159152.0,65.210579,612107.57,2423,2100|3250,2,1
300310,560264.0,249251.0,2.24779,21099.18,2423,2100|3250,6,0
300320,1150816.0,17493.0,65.787229,617520.38,2423,2100|3250,6,0
300339,1260137.0,45341.0,27.79244,260877.35,2423,2100|3250,6,0
300340,2008584.0,5322.0,377.411499,3542622.1,2423,2100|3250,6,0
300390,10348335.0,650805.0,15.900823,149255.14,2423,2100|3250,6,0
300410,7395738.0,192509.0,38.417622,360612.0,2423,2100|3250,6,0
300420,17387251.0,647278.0,26.862107,252144.66,2423,2100|3250,6,0
300431,27258871.0,58707.0,464.320626,4358405.92,2423,2100|3250,6,0
300432,2254893.0,21794.0,103.463935,971177.68,2423,2100|3250,6,0
300439,20018859.0,345078.0,58.012562,544542.46,2423,2100|3250,6,0
300440,6881907.0,159112.0,43.251967,405990.21,2423,2100|3250,6,0
300450,11218008.0,398014.0,28.184958,264561.78,2423,2100|3250,6,0
300490,306049071.0,120712807.0,2.535349,23798.38,2423,2100|3250,6,0
300510,2363346.0,174580.0,13.537324,127069.85,2423,2100|3250,6,0
300590,8849046.0,805495.0,10.985848,103120.09,2423,2100|3250,6,0
300610,11539015.0,83069.0,138.908799,1303885.5,2423,2100|3250,2,1
300620,2769930.0,15004.0,184.61277,1732891.76,2423,2100|3250,2,1
300630,4560309.0,85239.0,53.500264,502187.18,2423,2100|3250,2,1
300640,812475.0,93751.0,8.666308,81347.42,2423,2100|3250,2,1
300650,538846.0,55328.0,9.739119,91417.51,2423,2100|3250,2,1
300660,1319758.0,29405.0,44.882095,421291.62,2423,2100|3250,2,1
300670,4074057.0,52035.0,78.294552,734921.99,2429,1079|2011|2029|2610|2680|2817,2,1
300691,280385.0,904.0,310.160398,2911360.9,2520,2220|2610|2733|3290|3314|3319,6,0
300692,24065.0,1430.0,16.828671,157964.51,2423,2100|3250,2,1
310100,3317384.0,4343079.0,0.763832,7169.81,2412,2012,2,1
310210,61584125.0,145871724.0,0.42218,3962.85,2412,2012,2,1
310221,203341643.0,820346119.0,0.247873,2326.69,2412,2012,2,1
310229,1710769.0,5007443.0,0.341645,3206.9,2412,2012,2,1
310230,219381341.0,371965384.0,0.58979,5536.14,2412,2012,2,1
310240,790622.0,1952457.0,0.404937,3800.99,2412,2012,2,1
310250,4106647.0,7986723.0,0.514184,4826.46,2412,2012,2,1
310260,5021596.0,12687351.0,0.395795,3715.19,2412,2012,2,1
310280,4480.0,500.0,8.96,84104.2,2412,2012,2,1
310290,4814479.0,10189894.0,0.472476,4434.96,2412,2012,2,1
310310,291539026.0,715191869.0,0.407638,3826.34,2412,2012,2,1
310390,176989792.0,1255929046.0,0.140923,1322.8,2412,2012,2,1
310420,1240580987.0,2476695782.0,0.500902,4701.78,2412,2012,2,1
310430,1257624.0,1829451.0,0.687432,6452.67,2412,2012,2,1
310490,23310490.0,39231702.0,0.594175,5577.3,2412,2012,2,1
310510,2829357.0,4741982.0,0.596661,5600.64,2412,2012,2,1
310520,169487741.0,288599571.0,0.587276,5512.55,2412,2012,2,1
310530,131405960.0,215808369.0,0.608901,5715.53,2412,2012,2,1
310540,22831016.0,34313265.0,0.66537,6245.58,2412,2012,2,1
310551,2127834.0,5040263.0,0.422167,3962.73,2412,2012,2,1
310559,22397124.0,46775453.0,0.478822,4494.53,2412,2012,2,1
310560,129702.0,123908.0,1.04676,9825.55,2412,2012,2,1
310590,30345477.0,58992597.0,0.514395,4828.43,2412,2012,2,1
320110,604731.0,305765.0,1.977764,18564.54,2411,1910|2011,2,1
320120,686782.0,450776.0,1.523555,14301.05,2411,1910|2011,2,1
320190,544826.0,61779.0,8.818951,82780.23,2411,1910|2011,2,1
320210,4900290.0,2810971.0,1.743273,16363.46,2411,1910|2011,2,1
320290,4250371.0,2873166.0,1.479334,13885.96,2411,1910|2011,2,1
320300,4930583.0,239477.0,20.588963,193260.97,2411,1910|2011,2,1
320411,92808391.0,18849549.0,4.92364,46216.39,2411,1910|2011,2,1
320412,6997178.0,1115307.0,6.273769,58889.54,2411,1910|2011,2,1
320413,4004216.0,667682.0,5.99719,56293.41,2411,1910|2011,2,1
320414,22746091.0,5363227.0,4.24112,39809.83,2411,1910|2011,2,1
320415,18714455.0,3034918.0,6.166379,57881.52,2411,1910|2011,2,1
320416,49925687.0,11293853.0,4.420607,41494.6,2411,1910|2011,2,1
320417,128529183.0,16003177.0,8.031479,75388.52,2411,1910|2011,2,1
320419,15662039.0,5549716.0,2.822133,26490.32,2411,1910|2011,2,1
320420,26790057.0,4492951.0,5.962686,55969.53,2411,1910|2011,2,1
320490,11876910.0,3275477.0,3.626009,34036.01,2411,1910|2011,2,1
320500,5857016.0,1490980.0,3.9283,36873.49,2411,1910|2011,2,1
320611,245478867.0,70549426.0,3.47953,32661.06,2411,1910|2011,2,1
320619,16541689.0,3260582.0,5.073232,47620.55,2411,1910|2011,2,1
320620,7826362.0,1659580.0,4.715869,44266.12,2411,1910|2011,2,1
320641,4008707.0,1927815.0,2.079404,19518.6,2411,1910|2011,2,1
320642,2542083.0,1124415.0,2.260805,21221.34,2411,1910|2011,2,1
320649,31781127.0,5944509.0,5.3463,50183.74,2411,1910|2011,2,1
320650,11856528.0,1608449.0,7.371404,69192.65,2411,1910|2011,2,1
320710,36730772.0,9429175.0,3.895439,36565.04,2422,2022,2,1
320720,27950809.0,31690156.0,0.882003,8279.03,2422,2022,2,1
320730,4114367.0,405027.0,10.158254,95351.77,2422,2022,2,1
320740,50864599.0,91846817.0,0.553798,5198.3,2422,2022,2,1
320810,27686844.0,4981827.0,5.557568,52166.84,2422,2022,2,1
320820,40349251.0,8117941.0,4.97038,46655.12,2422,2022,2,1
320890,85187815.0,16190540.0,5.26158,49388.5,2422,2022,2,1
320910,26932979.0,9808937.0,2.745759,25773.43,2422,2022,2,1
320990,20698977.0,6276084.0,3.298072,30957.78,2422,2022,2,1
321000,10530065.0,2163442.0,4.867274,45687.3,2422,2022,2,1
321100,5488349.0,1698214.0,3.231836,30336.05,2422,2022,2,1
321210,6530159.0,864431.0,7.554286,70909.29,2422,2022,2,1
321290,30658244.0,5747561.0,5.334131,50069.52,2422,2022,2,1
321310,3454883.0,1259897.0,2.742195,25739.97,2422,2022,6,0
321390,477478.0,260680.0,1.831663,17193.15,2422,2022,6,0
321410,19753175.0,5627717.0,3.50998,32946.89,2422,2022,2,1
321490,23771529.0,10348567.0,2.297084,21561.88,2422,2022,2,1
321511,86411023.0,3361069.0,25.709387,241324.5,2422,2022,2,1
321519,59243625.0,8201163.0,7.223808,67807.21,2422,2022,2,1
321590,15812097.0,1899297.0,8.325237,78145.92,2429,1079|2011|2029|2610|2680|2817,2,1
330112,6568086.0,677976.0,9.687785,90935.66,2429,1079|2011|2029|2610|2680|2817,2,1
330113,3057304.0,115506.0,26.46879,248452.73,2429,1079|2011|2029|2610|2680|2817,2,1
330119,2218917.0,95567.0,23.218444,217942.94,2429,1079|2011|2029|2610|2680|2817,2,1
330124,1410318.0,77004.0,18.314867,171914.88,2429,1079|2011|2029|2610|2680|2817,2,1
330125,1400931.0,138032.0,10.14932,95267.92,2429,1079|2011|2029|2610|2680|2817,2,1
330129,41258457.0,13321855.0,3.09705,29070.87,2429,1079|2011|2029|2610|2680|2817,2,1
330130,2092885.0,133399.0,15.688911,147266.0,2429,1079|2011|2029|2610|2680|2817,2,1
330190,10767435.0,704706.0,15.279329,143421.41,2429,1079|2011|2029|2610|2680|2817,2,1
330210,35216559.0,2846837.0,12.370416,116116.52,2429,1079|2011|2029|2610|2680|2817,2,1
330290,318041703.0,19897304.0,15.984161,150037.4,2429,1079|2011|2029|2610|2680|2817,2,1
330300,84739634.0,1673855.0,50.625433,475202.21,2424,2023,6,0
330410,8638913.0,345843.0,24.979291,234471.36,2424,2023,6,0
330420,15080465.0,597548.0,25.237245,236892.68,2424,2023,6,0
330430,970337.0,81966.0,11.838287,111121.62,2424,2023,6,0
330491,12548230.0,1188468.0,10.558324,99107.08,2424,2023,6,0
330499,106872051.0,8818594.0,12.118944,113756.05,2424,2023,6,0
330510,117250929.0,33778380.0,3.471183,32582.71,2424,2023,6,0
330520,1499055.0,264273.0,5.672373,53244.47,2424,2023,6,0
330530,3278933.0,895831.0,3.660214,34357.07,2424,2023,6,0
330590,30016373.0,5943375.0,5.050392,47406.16,2424,2023,6,0
330610,17099202.0,3007648.0,5.68524,53365.25,2424,2023,6,0
330620,100401.0,4403.0,22.802862,214042.03,2430,2030,2,1
330690,1656710.0,774145.0,2.140051,20087.87,2424,2023,6,0
330710,693817.0,85742.0,8.091915,75955.81,2424,2023,6,0
330720,19544119.0,2004977.0,9.747802,91499.01,2424,2023,6,0
330730,3841630.0,1734651.0,2.214641,20788.02,2424,2023,6,0
330741,2715669.0,3166466.0,0.857634,8050.29,2424,2023,6,0
330749,9052806.0,1424717.0,6.354108,59643.66,2424,2023,6,0
330790,4106100.0,964433.0,4.257527,39963.84,2424,2023,6,0
340111,16863113.0,7693584.0,2.191841,20574.0,2424,2023,6,0
340119,6348912.0,2127485.0,2.984233,28011.9,2424,2023,6,0
340120,937297.0,507137.0,1.848213,17348.49,2424,2023,6,0
340130,6296996.0,478065.0,13.171841,123639.19,2424,2023,6,0
340211,34792328.0,14926794.0,2.330864,21878.96,2424,2023,6,0
340212,32749946.0,11472584.0,2.854627,26795.33,2424,2023,6,0
340213,77796737.0,28958098.0,2.686528,25217.44,2424,2023,6,0
340219,32836091.0,13264771.0,2.475436,23236.0,2424,2023,6,0
340220,21623924.0,9305879.0,2.323684,21811.56,2424,2023,6,0
340290,95714493.0,38060612.0,2.514791,23605.41,2424,2023,6,0
340311,15498669.0,4473538.0,3.464522,32520.18,2429,1079|2011|2029|2610|2680|2817,3,0
340319,113974426.0,40836663.0,2.790983,26197.92,2429,1079|2011|2029|2610|2680|2817,3,0
340391,36097552.0,11402615.0,3.165726,29715.5,2429,1079|2011|2029|2610|2680|2817,3,0
340399,28250236.0,6206793.0,4.551503,42723.27,2429,1079|2011|2029|2610|2680|2817,3,0
340420,11356484.0,4503285.0,2.521822,23671.41,2424,2023,2,1
340490,40197052.0,14845385.0,2.707714,25416.31,2424,2023,2,1
340510,1036201.0,198468.0,5.220998,49007.57,2424,2023,6,0
340520,189963.0,14013.0,13.556198,127247.01,2424,2023,6,0
340530,1886830.0,630958.0,2.990421,28069.97,2424,2023,6,0
340540,988096.0,179385.0,5.508242,51703.83,2424,2023,6,0
340590,2396060.0,744296.0,3.21923,30217.72,2424,2023,6,0
340600,1787931.0,1153705.0,1.54973,14546.74,3699,1399|1512|1629|1709|2029|2219|2220|2599|2829|3092|3212|3290|3312,6,0
340700,2149217.0,297140.0,7.233011,67893.6,2429,1079|2011|2029|2610|2680|2817,2,1
350110,26910542.0,3149602.0,8.544109,80200.39,1520,1050,2,1
350190,23144769.0,2367035.0,9.777958,91782.07,2429,1079|2011|2029|2610|2680|2817,2,1
350211,804478.0,118950.0,6.763161,63483.29,1549,1030|1071|1075|1079,1,0
350219,40163.0,4604.0,8.723501,81884.28,1549,1030|1071|1075|1079,1,0
350220,3062957.0,349611.0,8.761043,82236.67,2429,1079|2011|2029|2610|2680|2817,2,1
350290,94564.0,2162.0,43.73913,410563.03,2429,1079|2011|2029|2610|2680|2817,2,1
350300,28291203.0,3916506.0,7.223582,67805.09,2429,1079|2011|2029|2610|2680|2817,2,1
350400,12153502.0,3296715.0,3.686549,34604.27,2429,1079|2011|2029|2610|2680|2817,2,1
350510,124457937.0,160120086.0,0.777279,7296.03,1532,1062,2,1
350520,13481002.0,5919971.0,2.277207,21375.3,2429,1079|2011|2029|2610|2680|2817,2,1
350610,22118535.0,4185863.0,5.284104,49599.93,2429,1079|2011|2029|2610|2680|2817,2,1
350691,89734030.0,27192197.0,3.299992,30975.8,2429,1079|2011|2029|2610|2680|2817,2,1
350699,62869502.0,15998020.0,3.92983,36887.86,2429,1079|2011|2029|2610|2680|2817,2,1
350790,35437632.0,4636285.0,7.64354,71747.09,2411,1910|2011,2,1
360100,3007962.0,190213.0,15.813651,148436.89,2429,1079|2011|2029|2610|2680|2817,2,1
360200,13521281.0,2046137.0,6.608199,62028.72,2429,1079|2011|2029|2610|2680|2817,2,1
360300,71383287.0,39548725.0,1.804945,16942.35,2429,1079|2011|2029|2610|2680|2817,2,1
360410,27353519.0,20695957.0,1.321684,12406.16,2429,1079|2011|2029|2610|2680|2817,2,1
360490,1348057.0,192691.0,6.995952,65668.41,2429,1079|2011|2029|2610|2680|2817,2,1
360610,68332.0,80298.0,0.85098,7987.84,3699,1399|1512|1629|1709|2029|2219|2220|2599|2829|3092|3212|3290|3312,6,0
360690,2234427.0,262079.0,8.525777,80028.31,3699,1399|1512|1629|1709|2029|2219|2220|2599|2829|3092|3212|3290|3312,6,0
370110,11977160.0,496463.0,24.12498,226452.26,2429,1079|2011|2029|2610|2680|2817,2,1
370120,1390954.0,44643.0,31.15727,292461.76,2429,1079|2011|2029|2610|2680|2817,2,1
370130,20668852.0,3440515.0,6.007488,56390.07,2429,1079|2011|2029|2610|2680|2817,2,1
370191,131904.0,16051.0,8.217806,77137.5,2429,1079|2011|2029|2610|2680|2817,2,1
370199,1937583.0,2333564.0,0.830311,7793.82,2429,1079|2011|2029|2610|2680|2817,2,1
370210,508514.0,16507.0,30.805961,289164.16,2429,1079|2011|2029|2610|2680|2817,2,1
370231,4007.0,161.0,24.888199,233616.31,2429,1079|2011|2029|2610|2680|2817,2,1
370232,53176.0,29289.0,1.815562,17042.01,2429,1079|2011|2029|2610|2680|2817,2,1
370239,420939.0,21712.0,19.387389,181982.25,2429,1079|2011|2029|2610|2680|2817,2,1
370241,1.0,1.0,1.0,9386.63,2429,1079|2011|2029|2610|2680|2817,2,1
370243,665828.0,33642.0,19.79157,185776.15,2429,1079|2011|2029|2610|2680|2817,2,1
370244,1282323.0,158669.0,8.081749,75860.39,2429,1079|2011|2029|2610|2680|2817,2,1
370251,7229.0,96.0,75.302083,706832.79,2429,1079|2011|2029|2610|2680|2817,2,1
370253,6573.0,374.0,17.574866,164968.77,2429,1079|2011|2029|2610|2680|2817,2,1
370254,116027.0,8738.0,13.278439,124639.79,2429,1079|2011|2029|2610|2680|2817,2,1
370255,511848.0,10669.0,47.975255,450325.97,2429,1079|2011|2029|2610|2680|2817,2,1
370256,3391.0,65.0,52.169231,489693.27,2429,1079|2011|2029|2610|2680|2817,2,1
370291,665025.0,626420.0,1.061628,9965.11,2429,1079|2011|2029|2610|2680|2817,2,1
370295,41907.0,16514.0,2.537665,23820.12,2429,1079|2011|2029|2610|2680|2817,2,1
370310,3397854.0,954890.0,3.558372,33401.12,2429,1079|2011|2029|2610|2680|2817,2,1
370320,14579978.0,1953317.0,7.464215,70063.82,2429,1079|2011|2029|2610|2680|2817,2,1
370390,1199205.0,770044.0,1.55732,14617.99,2429,1079|2011|2029|2610|2680|2817,2,1
370400,925129.0,168325.0,5.496088,51589.74,7494,7420,2,1
370510,196155.0,214180.0,0.915842,8596.67,7494,7420,2,1
370590,588207.0,118404.0,4.967797,46630.87,7494,7420,2,1
370610,1373542.0,19376.0,70.888832,665407.23,9211,5911|5912|5913|5920,2,1
370690,1196.0,2424.0,0.493399,4631.36,9211,5911|5912|5913|5920,2,1
370710,399030.0,100147.0,3.984443,37400.49,2429,1079|2011|2029|2610|2680|2817,2,1
370790,18176336.0,3341451.0,5.439654,51060.02,2429,1079|2011|2029|2610|2680|2817,2,1
380110,10399250.0,5558794.0,1.870774,17560.27,2699,1312|2399|3290|3319,2,1
380120,409559.0,144729.0,2.829834,26562.6,2699,1312|2399|3290|3319,2,1
380130,12050283.0,18223815.0,0.661238,6206.8,2699,1312|2399|3290|3319,2,1
380190,6115748.0,2665989.0,2.293988,21532.82,2699,1312|2399|3290|3319,2,1
380210,13069587.0,6650384.0,1.965238,18446.96,2429,1079|2011|2029|2610|2680|2817,2,1
380290,17053952.0,18220827.0,0.935959,8785.5,2411,1910|2011,2,1
380300,379950.0,187026.0,2.031536,19069.27,2411,1910|2011,2,1
380400,13466717.0,8798525.0,1.530565,14366.85,9999,,2,1
380510,395852.0,136915.0,2.891224,27138.85,2411,1910|2011,2,1
380590,5422488.0,2150652.0,2.521323,23666.72,2411,1910|2011,2,1
380610,2189385.0,640846.0,3.416398,32068.46,2411,1910|2011,2,1
380620,709725.0,202994.0,3.496286,32818.34,2411,1910|2011,2,1
380630,5157453.0,1526861.0,3.377814,31706.29,2411,1910|2011,2,1
380690,13482038.0,6405488.0,2.104764,19756.64,2411,1910|2011,2,1
380700,275533.0,187780.0,1.467318,13773.17,2411,1910|2011,2,1
380850,42537231.0,11166556.0,3.809342,35756.88,2421,2021,2,1
380891,87972916.0,8605851.0,10.222454,95954.39,2421,2021,2,1
380892,58202932.0,10198070.0,5.70725,53571.84,2421,2021,2,1
380893,93391628.0,22680545.0,4.117698,38651.3,2421,2021,2,1
380894,3491965.0,2823583.0,1.236714,11608.58,2421,2021,2,1
380899,7365311.0,2588854.0,2.845008,26705.04,2421,2021,2,1
380910,2666583.0,2550748.0,1.045412,9812.9,2429,1079|2011|2029|2610|2680|2817,2,1
380991,60768736.0,32367362.0,1.87747,17623.11,2429,1079|2011|2029|2610|2680|2817,2,1
380992,64311263.0,29801974.0,2.157953,20255.91,2429,1079|2011|2029|2610|2680|2817,2,1
380993,12414945.0,4275567.0,2.903696,27255.92,2429,1079|2011|2029|2610|2680|2817,2,1
381010,38503179.0,10433017.0,3.690512,34641.47,2429,1079|2011|2029|2610|2680|2817,2,1
381090,21092961.0,5178024.0,4.073554,38236.95,2429,1079|2011|2029|2610|2680|2817,2,1
