hs6,cif_usd,kg,Pm_usd_per_kg,Pm_rp_per_kg,isic3,isic4,bec1,intermediate
120925,1062.0,57.0,18.631579,174887.74,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,2,1
120929,1970190.0,216014.0,9.120659,85612.25,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,2,1
120930,7305.0,649.0,11.255778,105653.82,0112,0113|0119|0125|0128|0129|0130|0230,2,1
120991,5570094.0,214197.0,26.004538,244094.98,0112,0113|0119|0125|0128|0129|0130|0230,2,1
120999,5321312.0,942839.0,5.643924,52977.43,0112,0113|0119|0125|0128|0129|0130|0230,2,1
121010,29559.0,7499.0,3.941726,36999.52,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,1,0
121020,179038.0,34479.0,5.192668,48741.65,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,1,0
121120,322255.0,14654.0,21.990924,206420.67,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,2,1
121190,10834829.0,4773464.0,2.269804,21305.81,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,2,1
121220,1577592.0,210949.0,7.478547,70198.35,0500,,2,1
121299,534999.0,673995.0,0.793773,7450.85,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,1,0
121300,27712.0,23803.0,1.164223,10928.13,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,2,1
121410,942879.0,2253652.0,0.418378,3927.16,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,2,1
121490,309318.0,521924.0,0.59265,5562.98,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,2,1
130120,2155319.0,471697.0,4.569287,42890.21,0200,0129|0130|0210|0220|0230|0240,2,1
130190,3521267.0,1380762.0,2.550235,23938.11,0200,0129|0130|0210|0220|0230|0240,2,1
130211,7125.0,8688.0,0.820097,7697.94,0200,0129|0130|0210|0220|0230|0240,2,1
130212,5113269.0,596767.0,8.568284,80427.31,0200,0129|0130|0210|0220|0230|0240,2,1
130213,707793.0,19297.0,36.678914,344291.39,0200,0129|0130|0210|0220|0230|0240,2,1
130219,24211265.0,1554045.0,15.579513,146239.13,0200,0129|0130|0210|0220|0230|0240,2,1
130220,2689672.0,240792.0,11.170105,104849.65,0200,0129|0130|0210|0220|0230|0240,2,1
130231,964238.0,714037.0,1.350403,12675.74,0200,0129|0130|0210|0220|0230|0240,2,1
130232,27844967.0,2828935.0,9.842915,92391.8,0200,0129|0130|0210|0220|0230|0240,2,1
130239,18094081.0,1725291.0,10.487553,98442.78,0200,0129|0130|0210|0220|0230|0240,2,1
140110,78634.0,93869.0,0.837699,7863.17,0200,0129|0130|0210|0220|0230|0240,2,1
140120,4709.0,2834.0,1.661609,15596.91,0200,0129|0130|0210|0220|0230|0240,2,1
140420,1386.0,76.0,18.236842,171182.49,1514,1040,2,1
140490,965411.0,1267776.0,0.7615,7147.92,0200,0129|0130|0210|0220|0230|0240,2,1
150100,1011.0,59.0,17.135593,160845.47,1511,1010,2,1
150200,220879.0,214744.0,1.028569,9654.8,1511,1010,2,1
150410,1606135.0,999853.0,1.606371,15078.41,1514,1040,2,1
150420,22256508.0,11378422.0,1.956028,18360.51,1514,1040,1,0
150430,18240.0,2280.0,8.0,75093.04,1514,1040,1,0
150500,1101236.0,122057.0,9.022309,84689.08,1711,1311|1312,2,1
150600,223045.0,133880.0,1.666007,15638.19,1514,1040,2,1
150710,4983.0,1233.0,4.041363,37934.77,1514,1040,1,0
150790,33059329.0,21976967.0,1.504272,14120.04,1514,1040,1,0
150810,5266.0,39.0,135.025641,1267435.73,1514,1040,1,0
150890,20427.0,3891.0,5.249807,49278.0,1514,1040,1,0
150910,3441551.0,860974.0,3.997276,37520.95,1514,1040,1,0
150990,867793.0,407879.0,2.127575,19970.76,1514,1040,1,0
151000,111736.0,39324.0,2.84142,26671.36,1514,1040,1,0
151190,830985.0,616274.0,1.348402,12656.95,1514,1040,1,0
151211,191.0,12.0,15.916667,149403.86,1514,1040,2,1
151219,6663501.0,3506079.0,1.900556,17839.82,1514,1040,2,1
151229,21321.0,4257.0,5.008457,47012.53,1514,1040,1,0
151311,4259.0,316.0,13.477848,126511.57,1514,1040,2,1
151319,792388.0,329019.0,2.408335,22606.15,1514,1040,1,0
151329,1216104.0,640403.0,1.898967,17824.9,1514,1040,1,0
151411,359445.0,309507.0,1.161347,10901.13,1514,1040,2,1
151419,3778221.0,2198766.0,1.718337,16129.39,1514,1040,1,0
151491,139374.0,5505.0,25.317711,237647.99,1514,1040,2,1
151499,2851939.0,1769203.0,1.611991,15131.16,1514,1040,1,0
151511,1282.0,61.0,21.016393,197273.11,1514,1040,2,1
151519,3743353.0,2381324.0,1.571963,14755.43,1514,1040,2,1
151521,39135.0,30611.0,1.278462,12000.45,1532,1062,2,1
151529,4228666.0,1703749.0,2.481977,23297.4,1532,1062,1,0
151530,2918362.0,1491078.0,1.957216,18371.66,1514,1040,2,1
151550,2085038.0,1109137.0,1.879874,17645.68,1514,1040,1,0
151590,2748746.0,1192865.0,2.304323,21629.83,1514,1040,2,1
151610,161644.0,68921.0,2.345352,22014.95,1514,1040,1,0
151620,37724650.0,21173842.0,1.781663,16723.81,1514,1040,1,0
151710,3277561.0,1518553.0,2.158345,20259.58,1514,1040,1,0
151790,38313663.0,8370213.0,4.577382,42966.19,1514,1040,1,0
151800,18111875.0,8907561.0,2.033315,19085.97,2429,1079|2011|2029|2610|2680|2817,2,1
152000,359208.0,200535.0,1.791248,16813.79,2424,2023,2,1
152110,2892769.0,745352.0,3.881078,36430.24,1514,1040,2,1
152190,23907.0,5500.0,4.346727,40801.12,0122,0143|0145|0146|0149|0321|0322,2,1
152200,3035872.0,2017887.0,1.504481,14122.0,1514,1040,2,1
160100,305612.0,175125.0,1.745108,16380.68,1511,1010,1,0
160210,2089336.0,454763.0,4.59434,43125.37,1549,1030|1071|1075|1079,1,0
160232,59853.0,8987.0,6.659953,62514.52,1511,1010,1,0
160241,133570.0,107211.0,1.245861,11694.44,1511,1010,1,0
160242,60117.0,46463.0,1.293868,12145.06,1511,1010,1,0
160249,726148.0,378905.0,1.916438,17988.9,1511,1010,1,0
160250,6816054.0,1270155.0,5.366317,50371.63,1511,1010,1,0
160300,993828.0,356296.0,2.789332,26182.43,1511,1010,1,0
160411,60217.0,8368.0,7.196104,67547.17,1512,1020|1075,1,0
160413,692133.0,342041.0,2.023538,18994.2,1512,1020|1075,1,0
160414,3203846.0,566693.0,5.653583,53068.09,1512,1020|1075,1,0
160415,3387070.0,1905297.0,1.777712,16686.73,1512,1020|1075,1,0
160416,34154.0,1250.0,27.3232,256472.77,1512,1020|1075,1,0
160419,459236.0,80183.0,5.727349,53760.5,1512,1020|1075,1,0
160420,3307826.0,1113411.0,2.970894,27886.68,1512,1020|1075,1,0
160430,5055.0,4481.0,1.128096,10589.02,1512,1020|1075,1,0
160510,3283678.0,252951.0,12.981479,121852.34,1512,1020|1075,1,0
160520,931561.0,101133.0,9.211247,86462.56,1512,1020|1075,1,0
160540,41798.0,14971.0,2.791931,26206.82,1512,1020|1075,1,0
160590,137056.0,111615.0,1.227935,11526.17,1512,1020|1075,1,0
170111,1558809035.0,2657553778.0,0.586558,5505.8,1542,1072,1,0
170112,27467279.0,46702068.0,0.588138,5520.64,1542,1072,1,0
170191,13966681.0,20630000.0,0.677008,6354.83,1542,1072,1,0
170199,62028072.0,91054313.0,0.681221,6394.37,1542,1072,1,0
170211,38709046.0,20030529.0,1.932502,18139.69,1520,1050,1,0
170219,7107459.0,3679646.0,1.931561,18130.84,1520,1050,1,0
170220,137996.0,92054.0,1.499077,14071.28,1542,1072,1,0
170230,54306019.0,92086978.0,0.589725,5535.53,1532,1062,1,0
170240,2254226.0,3273456.0,0.688638,6463.99,1532,1062,1,0
170250,6043283.0,5045903.0,1.197661,11242.0,1532,1062,1,0
170260,18444732.0,31968997.0,0.576957,5415.68,1532,1062,1,0
170290,36925121.0,38510367.0,0.958836,9000.24,1532,1062,1,0
170310,13990.0,16914.0,0.827125,7763.92,1542,1072,1,0
170390,20499188.0,102420384.0,0.200148,1878.71,1542,1072,1,0
170410,2484063.0,588055.0,4.224202,39651.02,1543,1073,1,0
170490,35679187.0,12053738.0,2.96001,27784.52,1543,1073,1,0
180100,62977833.0,23942574.0,2.63037,24690.31,0113,1102,1,0
180200,5331.0,50031.0,0.106554,1000.18,9999,,1,0
180310,1246579.0,311451.0,4.002488,37569.88,1543,1073,1,0
180320,11135831.0,2237661.0,4.97655,46713.03,1543,1073,1,0
180400,147586.0,28153.0,5.242283,49207.37,1543,1073,1,0
180500,56000770.0,10760976.0,5.20406,48848.59,1543,1073,1,0
180610,3545517.0,2909407.0,1.218639,11438.91,1543,1073,1,0
180620,13617977.0,3727349.0,3.653529,34294.32,1543,1073,1,0
180631,7092469.0,1124748.0,6.305829,59190.49,1543,1073,1,0
180632,5475286.0,1050530.0,5.211927,48922.43,1543,1073,1,0
180690,15648544.0,2048444.0,7.639234,71706.67,1543,1073,1,0
190110,35514197.0,9208965.0,3.856481,36199.36,1549,1030|1071|1075|1079,1,0
190120,5156728.0,2111349.0,2.442385,22925.77,1531,1061,1,0
190190,104983379.0,33109438.0,3.170799,29763.12,1549,1030|1071|1075|1079,1,0
190211,1325289.0,1209292.0,1.095921,10287.01,1544,1074|1075,1,0
190219,6434013.0,5180344.0,1.242005,11658.24,1544,1074|1075,1,0
190220,876453.0,219786.0,3.987756,37431.59,1544,1074|1075,1,0
190230,7606435.0,3748137.0,2.029391,19049.14,1544,1074|1075,1,0
190240,27700.0,11733.0,2.360863,22160.54,1544,1074|1075,1,0
190300,1395491.0,2915653.0,0.47862,4492.63,1532,1062,1,0
190410,16674730.0,5456193.0,3.056111,28686.58,1531,1061,1,0
190420,1474686.0,642900.0,2.293803,21531.08,1531,1061,1,0
190490,1260786.0,454686.0,2.772872,26027.92,1531,1061,1,0
190510,484362.0,174758.0,2.771616,26016.13,1541,1071,1,0
190520,901.0,83.0,10.855422,101895.83,1541,1071,1,0
190531,12442077.0,3617402.0,3.439506,32285.37,1541,1071,1,0
190532,7898914.0,2320632.0,3.403777,31950.0,1541,1071,1,0
190540,3244631.0,2062862.0,1.572878,14764.03,1541,1071,1,0
190590,17398542.0,7731712.0,2.250283,21122.58,1541,1071,1,0
200110,172963.0,110923.0,1.559307,14636.64,1513,1030|1075,1,0
200190,1286115.0,2318806.0,0.554645,5206.25,1513,1030|1075,1,0
200210,523788.0,562530.0,0.931129,8740.16,1513,1030|1075,1,0
200290,8740482.0,10059310.0,0.868895,8155.99,1513,1030|1075,1,0
200310,2636382.0,2494581.0,1.056844,9920.2,1513,1030|1075,1,0
200320,55667.0,3805.0,14.629961,137326.03,1513,1030|1075,1,0
200390,569034.0,440991.0,1.290353,12112.06,1513,1030|1075,1,0
200410,22661985.0,21014851.0,1.07838,10122.35,1513,1030|1075,1,0
200490,6598887.0,5762543.0,1.145135,10748.95,1513,1030|1075,1,0
200510,221381.0,91292.0,2.424977,22762.36,1549,1030|1071|1075|1079,1,0
200520,6383489.0,1053689.0,6.058229,56866.35,1513,1030|1075,1,0
200540,732962.0,1376820.0,0.532359,4997.05,1513,1030|1075,1,0
200551,464219.0,257919.0,1.799864,16894.65,1513,1030|1075,1,0
200559,560777.0,497372.0,1.12748,10583.24,1513,1030|1075,1,0
200560,701098.0,807529.0,0.868202,8149.49,1513,1030|1075,1,0
200570,122693.0,52222.0,2.34945,22053.42,1513,1030|1075,1,0
200580,1705652.0,2120101.0,0.804515,7551.68,1513,1030|1075,1,0
200591,64070.0,86112.0,0.744031,6983.94,1513,1030|1075,1,0
200599,3136005.0,632629.0,4.9571,46530.46,1513,1030|1075,1,0
200600,400236.0,202837.0,1.97319,18521.61,1543,1073,1,0
200710,2085433.0,737800.0,2.826556,26531.84,1549,1030|1071|1075|1079,1,0
200791,147505.0,38793.0,3.802361,35691.36,1513,1030|1075,1,0
200799,6977399.0,4952208.0,1.408947,13225.26,1513,1030|1075,1,0
200811,3438927.0,1201653.0,2.86183,26862.94,1513,1030|1075,1,0
200819,4452096.0,870577.0,5.11396,48002.85,1513,1030|1075,1,0
200820,37952.0,44982.0,0.843715,7919.64,1513,1030|1075,1,0
200830,4737634.0,4323133.0,1.09588,10286.62,1513,1030|1075,1,0
200840,49150.0,31653.0,1.552775,14575.33,1513,1030|1075,1,0
200850,17267.0,11095.0,1.556287,14608.29,1513,1030|1075,1,0
200860,885349.0,382471.0,2.314813,21728.3,1513,1030|1075,1,0
200870,655107.0,418967.0,1.563624,14677.16,1513,1030|1075,1,0
200880,15388.0,3951.0,3.89471,36558.2,1513,1030|1075,1,0
200892,900299.0,554239.0,1.624388,15247.53,1513,1030|1075,1,0
200899,6602989.0,8411513.0,0.784994,7368.45,1513,1030|1075,1,0
200911,9144627.0,3702070.0,2.470139,23186.28,1513,1030|1075,1,0
200912,771586.0,632177.0,1.220522,11456.59,1513,1030|1075,1,0
200919,736224.0,561281.0,1.311685,12312.3,1513,1030|1075,1,0
200921,50442.0,64907.0,0.777143,7294.75,1513,1030|1075,1,0
200929,1907028.0,482067.0,3.95594,37132.94,1513,1030|1075,1,0
200931,64190.0,17878.0,3.590446,33702.19,1513,1030|1075,1,0
200939,603258.0,140586.0,4.291025,40278.26,1513,1030|1075,1,0
200941,47761.0,49590.0,0.963118,9040.43,1513,1030|1075,1,0
200949,282285.0,154502.0,1.827064,17149.97,1513,1030|1075,1,0
200950,173928.0,227968.0,0.762949,7161.52,1513,1030|1075,1,0
200961,492697.0,419896.0,1.173379,11014.07,1513,1030|1075,1,0
200969,1559517.0,523036.0,2.981663,27987.77,1513,1030|1075,1,0
200971,485104.0,472090.0,1.027567,9645.39,1513,1030|1075,1,0
200979,3067500.0,1302639.0,2.354835,22103.97,1513,1030|1075,1,0
200980,2486156.0,1461246.0,1.701395,15970.36,1513,1030|1075,1,0
200990,7866975.0,3795606.0,2.072653,19455.23,1513,1030|1075,1,0
210111,64563415.0,9289573.0,6.950095,65237.97,1549,1030|1071|1075|1079,1,0
210112,2398617.0,496399.0,4.832034,45356.52,1549,1030|1071|1075|1079,1,0
210120,9321231.0,1502813.0,6.202522,58220.78,1549,1030|1071|1075|1079,1,0
210130,60182.0,14111.0,4.2649,40033.04,1549,1030|1071|1075|1079,1,0
210210,5953731.0,2209143.0,2.695041,25297.35,1549,1030|1071|1075|1079,1,0
210220,9614517.0,6138605.0,1.566238,14701.7,1549,1030|1071|1075|1079,1,0
210230,11284634.0,4586671.0,2.46031,23094.02,1549,1030|1071|1075|1079,1,0
210310,11494670.0,12558436.0,0.915295,8591.53,1549,1030|1071|1075|1079,1,0
210320,1029696.0,598974.0,1.7191,16136.55,1549,1030|1071|1075|1079,1,0
210330,408333.0,139079.0,2.935979,27558.95,1549,1030|1071|1075|1079,1,0
210390,41861122.0,16473651.0,2.541096,23852.32,1549,1030|1071|1075|1079,1,0
210410,1720756.0,669025.0,2.572035,24142.74,1549,1030|1071|1075|1079,1,0
210420,224067.0,119662.0,1.872499,17576.46,1549,1030|1071|1075|1079,1,0
210500,8254110.0,1910992.0,4.31928,40543.49,1520,1050,1,0
210610,20066986.0,8572211.0,2.340935,21973.49,1549,1030|1071|1075|1079,1,0
210690,474530525.0,115646019.0,4.103302,38516.18,1549,1030|1071|1075|1079,1,0
220110,2938436.0,3608678.0,0.814269,7643.25,1554,1104,1,0
220190,26642.0,53874.0,0.494524,4641.92,1554,1104,1,0
220210,20029251.0,29536412.0,0.678121,6365.27,1554,1104,1,0
220290,45962255.0,61343331.0,0.749262,7033.05,1554,1104,1,0
220300,311612.0,168241.0,1.852176,17385.69,1553,1103,1,0
220410,186739.0,13490.0,13.842772,129936.98,1552,1102,1,0
220421,760027.0,127816.0,5.946259,55815.33,1552,1102,1,0
220429,1.0,1.0,1.0,9386.63,1552,1102,1,0
220430,2028246.0,397702.0,5.099914,47871.01,1552,1102,1,0
220510,5975.0,430.0,13.895349,130430.5,1552,1102,1,0
220600,86367.0,27744.0,3.112997,29220.55,1552,1102,1,0
220710,355030.0,106438.0,3.335557,31309.64,1551,1101|2011,2,1
220720,38677.0,14975.0,2.582771,24243.52,1551,1101|2011,2,1
220820,2215529.0,119062.0,18.608196,174668.25,1551,1101|2011,1,0
220830,5559596.0,448286.0,12.401895,116412.0,1551,1101|2011,1,0
220840,191664.0,22121.0,8.664346,81329.01,1551,1101|2011,1,0
220850,377008.0,35642.0,10.577633,99288.33,1551,1101|2011,1,0
220860,918625.0,88369.0,10.395331,97577.13,1551,1101|2011,1,0
220870,748958.0,55338.0,13.534244,127040.94,1551,1101|2011,1,0
220890,206308.0,15199.0,13.573788,127412.12,1551,1101|2011,1,0
220900,1084714.0,989440.0,1.096291,10290.48,1549,1030|1071|1075|1079,1,0
230110,49128955.0,64393685.0,0.762947,7161.5,1511,1010,2,1
230120,104101426.0,94893788.0,1.097031,10297.42,1512,1020|1075,2,1
230210,5108863.0,6508693.0,0.784929,7367.84,9999,,1,0
230230,5615250.0,16005363.0,0.350836,3293.16,9999,,1,0
230240,22326.0,132506.0,0.16849,1581.56,9999,,1,0
230250,2228729.0,6809800.0,0.327283,3072.08,9999,,1,0
230310,173462414.0,240930548.0,0.719969,6758.08,9999,,1,0
230330,76863114.0,234849448.0,0.327287,3072.12,9999,,1,0
230400,1828494152.0,3479611546.0,0.525488,4932.56,1514,1040,2,1
230500,160658.0,307185.0,0.523001,4909.21,1514,1040,2,1
230610,38836.0,40000.0,0.9709,9113.48,1514,1040,2,1
230620,6232.0,6000.0,1.038667,9749.58,1514,1040,2,1
230630,86767.0,306816.0,0.282798,2654.52,1514,1040,2,1
230641,25990195.0,92467494.0,0.281074,2638.34,1514,1040,2,1
230649,19114019.0,64154265.0,0.297938,2796.64,1514,1040,2,1
230660,4649.0,46260.0,0.100497,943.33,1514,1040,2,1
230690,23214014.0,49407882.0,0.469844,4410.26,1514,1040,2,1
230800,431968.0,553082.0,0.78102,7331.14,9999,,2,1
230910,31080112.0,28211695.0,1.101675,10341.01,1533,1080,2,1
230990,452872602.0,550338503.0,0.822898,7724.24,1533,1080,2,1
240110,248758528.0,47536799.0,5.232968,49119.93,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,2,1
240120,397714009.0,74165706.0,5.362506,50335.86,0111,0111|0112|0113|0114|0115|0116|0119|0126|0128|0129|0163,2,1
240130,12449020.0,15723197.0,0.791761,7431.97,9999,,2,1
240210,387986.0,31785.0,12.206575,114578.61,1600,1200,6,0
240220,11038875.0,657523.0,16.788576,157588.15,1600,1200,6,0
240290,805749.0,24718.0,32.597662,305982.19,1600,1200,6,0
240310,89218997.0,11806852.0,7.556544,70930.48,1600,1200,6,0
240391,4119861.0,995802.0,4.137229,38834.64,1600,1200,6,0
240399,1069392.0,203109.0,5.265114,49421.68,1600,1200,6,0
250100,883962.0,10477994.0,0.084364,791.89,1422,0893|0990,2,1
250200,35527.0,94175.0,0.377244,3541.05,1421,0891|0990,2,1
250300,71554327.0,317965934.0,0.225038,2112.35,1421,0891|0990,2,1
250410,4180798.0,10942325.0,0.382076,3586.4,1429,0810|0899|0990,2,1
250490,1471611.0,801696.0,1.835622,17230.31,1429,0810|0899|0990,2,1
250510,7493669.0,43111747.0,0.17382,1631.58,1410,0810|0990,2,1
250590,2666050.0,3742607.0,0.712351,6686.58,1410,0810|0990,2,1
250610,1597374.0,11467685.0,0.139294,1307.5,1429,0810|0899|0990,2,1
250620,679529.0,2153257.0,0.315582,2962.25,1429,0810|0899|0990,2,1
250700,35685574.0,125844531.0,0.283569,2661.75,1410,0810|0990,2,1
250810,29315317.0,184161419.0,0.159183,1494.19,1410,0810|0990,2,1
250830,3539708.0,7894781.0,0.448361,4208.59,1410,0810|0990,2,1
250840,22839245.0,65700201.0,0.347628,3263.06,1410,0810|0990,2,1
250850,816597.0,1807924.0,0.451677,4239.72,1410,0810|0990,2,1
250860,1035356.0,2737800.0,0.378171,3549.75,1410,0810|0990,2,1
250870,823263.0,2000456.0,0.411538,3862.95,1410,0810|0990,2,1
250900,690811.0,1395495.0,0.495029,4646.66,1410,0810|0990,2,1
251010,175647685.0,1002708805.0,0.175173,1644.29,1421,0891|0990,2,1
251020,894895.0,2474403.0,0.361661,3394.78,1421,0891|0990,2,1
251110,28295101.0,181747713.0,0.155683,1461.34,1421,0891|0990,2,1
251120,137.0,78.0,1.75641,16486.77,1421,0891|0990,2,1
251200,3037193.0,4531514.0,0.670238,6291.28,1429,0810|0899|0990,2,1
251310,267015.0,94398.0,2.828609,26551.1,1429,0810|0899|0990,2,1
251320,10920050.0,31596740.0,0.345607,3244.08,1429,0810|0899|0990,2,1
251400,384779.0,739085.0,0.520615,4886.82,1410,0810|0990,2,1
251511,1097139.0,6552068.0,0.167449,1571.78,1410,0810|0990,2,1
251512,22851703.0,76190505.0,0.299928,2815.32,1410,0810|0990,2,1
251520,145131.0,72839.0,1.99249,18702.77,1410,0810|0990,2,1
251612,9691995.0,28433169.0,0.340869,3199.61,1410,0810|0990,2,1
251620,1145594.0,5072143.0,0.22586,2120.06,1410,0810|0990,2,1
251690,237745.0,687612.0,0.345755,3245.47,1410,0810|0990,2,1
251720,1260.0,289.0,4.359862,40924.41,1410,0810|0990,2,1
251741,43001.0,221870.0,0.193812,1819.24,1410,0810|0990,2,1
251749,679624.0,2119351.0,0.320676,3010.06,1410,0810|0990,2,1
251810,114754.0,1410471.0,0.081359,763.68,1410,0810|0990,2,1
251820,1593719.0,9053225.0,0.176039,1652.41,1410,0810|0990,2,1
251830,241889.0,1125570.0,0.214904,2017.22,1410,0810|0990,2,1
251910,8352126.0,19885900.0,0.420002,3942.41,1429,0810|0899|0990,2,1
251990,16071802.0,41910655.0,0.383478,3599.56,1429,0810|0899|0990,2,1
252020,9157970.0,105915545.0,0.086465,811.61,2694,2394,2,1
252210,11399330.0,93129319.0,0.122403,1148.95,2694,2394,2,1
252220,1941815.0,10729723.0,0.180975,1698.75,2694,2394,2,1
252230,42764.0,164278.0,0.260315,2443.48,2694,2394,2,1
252310,4467967.0,66309699.0,0.06738,632.47,2694,2394,2,1
252321,3615184.0,49963729.0,0.072356,679.18,2694,2394,2,1
252330,4287657.0,5380490.0,0.79689,7480.11,2694,2394,2,1
252390,32018975.0,445902104.0,0.071807,674.03,2694,2394,2,1
252490,93250009.0,162418194.0,0.574135,5389.2,1429,0810|0899|0990,2,1
252510,94827.0,17374.0,5.457983,51232.07,1429,0810|0899|0990,2,1
252520,4819403.0,3735569.0,1.290139,12110.06,1429,0810|0899|0990,2,1
252530,5807.0,10100.0,0.57495,5396.85,1429,0810|0899|0990,2,1
252610,413171.0,2334648.0,0.176974,1661.19,1429,0810|0899|0990,2,1
252620,25558024.0,105709002.0,0.241777,2269.47,1429,0810|0899|0990,2,1
252810,1279734.0,2036479.0,0.628405,5898.61,1421,0891|0990,2,1
252910,28190541.0,341026635.0,0.082664,775.93,1429,0810|0899|0990,2,1
252921,815391.0,2052282.0,0.397309,3729.4,1421,0891|0990,2,1
252922,757159.0,1215644.0,0.622846,5846.42,1421,0891|0990,2,1
252930,1212071.0,3078607.0,0.393708,3695.59,1429,0810|0899|0990,2,1
253010,2569520.0,8321311.0,0.308788,2898.48,1429,0810|0899|0990,2,1
253020,43866991.0,243754808.0,0.179964,1689.25,1421,0891|0990,2,1
253090,15909651.0,45843691.0,0.347041,3257.55,1421,0891|0990,2,1
260111,188850359.0,939729126.0,0.200963,1886.36,1310,0710|0990,2,1
260112,14267967.0,33670082.0,0.423758,3977.66,1310,0710|0990,2,1
260120,673193.0,1116882.0,0.602743,5657.73,2411,1910|2011,2,1
260200,1139206.0,8768399.0,0.129922,1219.53,1320,0729|0990,2,1
260300,102757536.0,39106694.0,2.62762,24664.5,1320,0729|0990,2,1
260400,20029.0,1487.0,13.469401,126432.29,1320,0729|0990,2,1
260500,19400.0,20000.0,0.97,9105.03,1320,0729|0990,2,1
260600,716027.0,678872.0,1.05473,9900.36,1320,0729|0990,2,1
260700,69283.0,189929.0,0.364784,3424.09,1320,0729|0990,2,1
260800,213637.0,17629.0,12.118498,113751.86,1320,0729|0990,2,1
260900,1612189.0,2290429.0,0.703881,6607.07,1320,0729|0990,2,1
261000,1980172.0,3845483.0,0.514935,4833.5,1320,0729|0990,2,1
261100,257996.0,4836.0,53.349049,500767.78,1320,0729|0990,2,1
261220,27000.0,10000.0,2.7,25343.9,1200,0721|0990,2,1
261390,2090.0,5.0,418.0,3923611.34,1320,0729|0990,2,1
261400,12792034.0,5178142.0,2.470391,23188.64,1320,0729|0990,2,1
261510,26698849.0,10727350.0,2.488858,23361.99,1320,0729|0990,2,1
261590,1365203.0,347898.0,3.924147,36834.52,1320,0729|0990,2,1
261690,160482.0,1226.0,130.898858,1228699.15,1320,0729|0990,2,1
261710,619360.0,95084.0,6.513819,61142.81,1320,0729|0990,2,1
261790,550615.0,503904.0,1.092698,10256.75,1320,0729|0990,2,1
261800,91194.0,392522.0,0.232328,2180.78,9999,,2,1
262019,8026.0,3450.0,2.326377,21836.84,9999,,2,1
262021,120.0,476.0,0.252101,2366.38,9999,,2,1
262030,23773.0,2943.0,8.077812,75823.43,9999,,2,1
262040,65.0,4.0,16.25,152532.74,9999,,2,1
262060,404.0,12.0,33.666667,316016.54,9999,,2,1
262091,4973.0,310.0,16.041935,150579.71,9999,,2,1
262099,6424.0,2685.0,2.392551,22457.99,9999,,2,1
262110,2890.0,182.0,15.879121,149051.43,1429,0810|0899|0990,2,1
262190,75605.0,256603.0,0.294638,2765.66,1429,0810|0899|0990,2,1
270111,20590627.0,64317029.0,0.320143,3005.06,1010,1920,3,0
270112,209705.0,870444.0,0.240917,2261.4,1010,1920,3,0
270119,1598028.0,2525507.0,0.632755,5939.44,1010,1920,3,0
270120,1476415.0,4678999.0,0.315541,2961.86,1010,1920,3,0
270210,26036.0,23281.0,1.118337,10497.41,1020,1920,3,0
270220,505228.0,248666.0,2.031753,19071.32,1020,1920,3,0
270300,158634.0,424708.0,0.373513,3506.03,1030,0892|0990,3,0
270400,41188501.0,106703790.0,0.386008,3623.31,2310,1910,3,0
270500,37804.0,1688.0,22.395735,210220.47,4020,3520,3,0
270600,786395.0,1148760.0,0.68456,6425.71,2310,1910,2,1
270720,118486.0,51199.0,2.314225,21722.77,2411,1910|2011,2,1
270730,2792122.0,2036881.0,1.370783,12867.03,2411,1910|2011,2,1
270740,1834754.0,1097149.0,1.672292,15697.19,2411,1910|2011,2,1
270750,36748793.0,28580897.0,1.285782,12069.16,2411,1910|2011,2,1
270791,12297295.0,18307221.0,0.671718,6305.17,2411,1910|2011,2,1
270799,32211216.0,27703708.0,1.162704,10913.87,2411,1910|2011,2,1
270810,15235710.0,23298472.0,0.653936,6138.26,2411,1910|2011,2,1
270900,10803249662.0,12550087641.0,0.860811,8080.11,1110,0610|0620|0910,3,0
271011,15626741004.0,14862644653.0,1.051411,9869.2,2320,1920,3,0
271019,12411407669.0,12696104858.0,0.977576,9176.14,2320,1920,3,0
271099,72917.0,49234.0,1.481029,13901.87,2320,1920,3,0
271111,26771.0,733.0,36.52251,342823.29,1110,0610|0620|0910,3,0
271112,1307627129.0,1347656003.0,0.970297,9107.82,2320,1920,3,0
271113,1720362717.0,1777457202.0,0.967879,9085.12,2320,1920,3,0
271114,618122.0,206175.0,2.998045,28141.54,2320,1920,3,0
271119,28326263.0,22582722.0,1.254333,11773.96,2320,1920,3,0
271121,23403185.0,22386314.0,1.045424,9813.01,1110,0610|0620|0910,3,0
271129,1202977.0,100276.0,11.996659,112608.2,2320,1920,3,0
